project_id,project_name,ministry,city,budget_usd,start_date,end_date,status,lead_official
PJ206,Duhok Smart Water Project 206,M265,Duhok,52141183,2022-10-17,2024-05-12,planned,Dr. Rami Aziz Salih
PJ207,Duhok Regional Infrastructure Project 207,M803,Duhok,98709784,2024-06-15,2027-06-25,planned,Eng. Dashni Aryan Mahmoud
PJ208,Sulaymaniyah Regional Transport Project 208,M111,Sulaymaniyah,32957026,2024-01-02,2025-03-11,completed,Eng. Xezal Rebaz Hasan
PJ209,Erbil Integrated Energy Project 209,M177,Erbil,83836627,2022-02-27,2025-09-07,delayed,Dr. Azad Aziz Ahmad
PJ210,Halabja National Health Project 210,M715,Halabja,59420893,2022-02-24,2024-01-14,planned,Gen. Azad Mohammed Ahmad
PJ211,Zakho Smart Education Project 211,M268,Zakho,111854903,2024-06-03,2027-10-24,planned,Gen. Saman Ihsan Kadir
PJ212,Halabja National Culture Project 212,M681,Halabja,47379398,2024-08-31,2026-10-17,active,Gen. Nawzad Rizgar Karim
PJ213,Erbil National Housing Project 213,M645,Erbil,16372142,2024-07-01,2027-05-15,delayed,Eng. Bestun Jalal Hama
PJ214,Zakho National Culture Project 214,M288,Zakho,44754074,2025-11-02,2028-06-08,planned,Gen. Dilan Jalal Kadir
PJ215,Zakho Regional Education Project 215,M388,Zakho,59117735,2023-09-11,2028-08-02,completed,Gen. Mazin Fuad Kadir
PJ216,Erbil Digital Security Project 216,M613,Erbil,113968237,2023-01-10,2026-08-08,planned,Gen. Tara Kamaran Karimi
PJ217,Duhok Integrated Culture Project 217,M716,Duhok,25598990,2024-04-20,2028-03-28,completed,Gen. Dara Aziz Karim
PJ218,Duhok Regional Energy Project 218,M732,Duhok,40519115,2023-10-04,2026-11-15,completed,Dr. Avan Saber Karim
PJ219,Zakho Digital Infrastructure Project 219,M831,Zakho,7417997,2025-09-30,2029-05-15,active,Dr. Jalal Aryan Faris
PJ220,Zakho Public Energy Project 220,M197,Zakho,49593157,2025-09-19,2028-05-17,delayed,Dr. Layla Latif Aziz
PJ221,Halabja Regional Education Project 221,M994,Halabja,91638109,2022-06-08,2024-03-29,completed,Gen. Chnar Hama Ahmad
PJ222,Erbil National Water Project 222,M178,Erbil,31507177,2023-08-13,2026-06-17,completed,Gen. Karwan Omar Faris
PJ223,Erbil National Infrastructure Project 223,M163,Erbil,46293092,2025-09-04,2028-12-05,planned,Gen. Saman Jalal Karimi
PJ224,Zakho Public Culture Project 224,M138,Zakho,26890570,2024-10-10,2027-10-25,active,Eng. Dara Omar Karim
PJ225,Erbil National Infrastructure Project 225,M827,Erbil,26812043,2022-10-25,2027-05-09,active,Eng. Aryan Aziz Ali
PJ226,Sulaymaniyah Regional Security Project 226,M275,Sulaymaniyah,76773046,2023-02-16,2023-11-22,active,Eng. Rami Aryan Ali
PJ227,Erbil Digital Health Project 227,M740,Erbil,113762349,2025-07-28,2026-07-31,completed,Dr. Alan Saber Hassan
PJ228,Sulaymaniyah Public Culture Project 228,M903,Sulaymaniyah,42453381,2023-01-05,2024-11-19,active,Gen. Alan Farid Said
PJ229,Halabja Integrated Water Project 229,M877,Halabja,2315779,2025-06-07,2027-10-28,planned,Dr. Nawzad Saber Nuri
PJ230,Sulaymaniyah Public Health Project 230,M854,Sulaymaniyah,7817355,2024-09-21,2025-11-26,planned,Eng. Layla Jamal Aziz
PJ231,Erbil Integrated Transport Project 231,M205,Erbil,38004034,2025-05-05,2028-10-30,active,Eng. Alan Aryan Taha
PJ232,Zakho Regional Transport Project 232,M443,Zakho,95762715,2024-07-10,2029-02-09,planned,Dr. Tara Sherzad Karimi
PJ233,Halabja National Housing Project 233,M144,Halabja,44295517,2025-11-01,2026-07-06,active,Dr. Bestun Mustafa Omar
PJ234,Duhok Regional Water Project 234,M409,Duhok,117779999,2022-06-24,2023-09-18,completed,Eng. Pishtiwan Rebaz Mustafa
PJ235,Zakho Smart Transport Project 235,M937,Zakho,23049863,2023-02-08,2026-04-21,active,Gen. Zeynep Sherzad Nasser
PJ236,Duhok Digital Energy Project 236,M805,Duhok,75480176,2022-09-02,2025-03-14,planned,Gen. Dara Latif Ali
PJ237,Halabja Smart Infrastructure Project 237,M450,Halabja,77167409,2024-10-06,2025-08-03,completed,Eng. Pishtiwan Mohammed Rashid
PJ238,Duhok National Energy Project 238,M278,Duhok,109135240,2022-04-25,2025-02-01,completed,Eng. Zhyan Nawzad Kadir
PJ239,Zakho National Energy Project 239,M641,Zakho,70116448,2024-03-27,2026-01-27,active,Gen. Naz Barzan Ali
PJ240,Sulaymaniyah National Energy Project 240,M191,Sulaymaniyah,88606127,2023-10-26,2025-12-22,delayed,Gen. Dashni Rebaz Karimi
PJ241,Erbil Smart Energy Project 241,M441,Erbil,67229947,2024-03-15,2025-07-24,planned,Dr. Naz Rizgar Salih
PJ242,Sulaymaniyah National Security Project 242,M058,Sulaymaniyah,5303033,2025-07-30,2026-04-15,planned,Dr. Yara Omar Omar
PJ243,Zakho Regional Culture Project 243,M253,Zakho,6818496,2023-05-02,2026-01-16,delayed,Dr. Rebaz Mohammed Hama
PJ244,Zakho Regional Housing Project 244,M093,Zakho,3180058,2025-06-01,2029-07-06,planned,Dr. Jalal Sherzad Othman
PJ245,Halabja Regional Housing Project 245,M732,Halabja,3926748,2022-01-29,2024-01-29,active,Dr. Avan Saber Karim
PJ246,Duhok Digital Health Project 246,M345,Duhok,79372465,2025-04-26,2030-01-23,completed,Gen. Baran Bakr Ali
PJ247,Sulaymaniyah Public Health Project 247,M588,Sulaymaniyah,88644158,2023-07-15,2025-07-13,planned,Gen. Kamaran Barzan Ali
PJ248,Duhok Digital Culture Project 248,M088,Duhok,59879508,2025-06-18,2026-03-14,delayed,Gen. Zeynep Farhad Mahmoud
PJ249,Sulaymaniyah Integrated Water Project 249,M427,Sulaymaniyah,60788727,2022-10-13,2025-02-03,completed,Dr. Rebaz Mohammed Taha
PJ250,Erbil National Water Project 250,M903,Erbil,85998103,2025-06-23,2027-06-07,active,Gen. Alan Farid Said
PJ251,Halabja Regional Infrastructure Project 251,M534,Halabja,32156827,2022-03-20,2025-02-20,planned,Eng. Baran Rebaz Kadir
PJ252,Duhok National Health Project 252,M239,Duhok,96232176,2022-01-28,2025-10-31,planned,Dr. Jalal Aryan Mustafa
PJ253,Erbil Digital Health Project 253,M899,Erbil,33932999,2024-05-02,2027-12-31,delayed,Dr. Randa Farhad Othman
PJ254,Zakho Integrated Education Project 254,M255,Zakho,72684558,2023-02-16,2025-04-02,active,Dr. Tara Barzan Kadir
PJ255,Sulaymaniyah National Housing Project 255,M276,Sulaymaniyah,35594964,2023-01-22,2024-07-19,completed,Eng. Mazin Nawzad Karimi
PJ256,Duhok Regional Transport Project 256,M274,Duhok,79527910,2024-11-11,2025-11-21,completed,Gen. Xezal Bakr Ali
PJ257,Erbil National Culture Project 257,M426,Erbil,56043729,2023-11-04,2025-03-21,active,Dr. Bestun Rizgar Mahmoud
PJ258,Halabja Regional Security Project 258,M336,Halabja,41488275,2022-08-12,2025-02-17,active,Dr. Fuad Bakr Ahmad
PJ259,Zakho Integrated Health Project 259,M646,Zakho,59904138,2025-11-16,2029-08-30,active,Dr. Mazin Fuad Rashid
PJ260,Erbil Public Health Project 260,M434,Erbil,19679323,2025-10-02,2030-05-11,completed,Gen. Zhyan Omar Rashid
PJ261,Erbil Digital Culture Project 261,M451,Erbil,97880078,2024-03-15,2024-11-12,delayed,Gen. Avan Kamaran Karimi
PJ262,Sulaymaniyah Public Security Project 262,M974,Sulaymaniyah,9983068,2023-06-28,2027-01-24,completed,Gen. Fuad Barzan Nuri
PJ263,Erbil Integrated Housing Project 263,M488,Erbil,110499312,2024-04-19,2027-07-12,completed,Eng. Sardar Jamal Kadir
PJ264,Erbil Smart Education Project 264,M034,Erbil,114005677,2025-10-12,2029-12-18,active,Dr. Layla Fuad Nasser
PJ265,Halabja Regional Housing Project 265,M696,Halabja,41725725,2024-07-12,2028-07-01,planned,Gen. Naz Rebaz Mustafa
PJ266,Duhok Regional Infrastructure Project 266,M008,Duhok,12014341,2025-11-13,2029-06-25,planned,Gen. Bestun Salam Ahmad
PJ267,Zakho Integrated Housing Project 267,M350,Zakho,56261046,2022-05-23,2023-09-05,delayed,Eng. Vian Rizgar Kadir
PJ268,Zakho Smart Education Project 268,M341,Zakho,114546751,2025-04-06,2027-09-13,completed,Gen. Karwan Farhad Aziz
PJ269,Zakho National Infrastructure Project 269,M069,Zakho,24491148,2022-10-05,2026-01-24,planned,Eng. Fuad Dara Ahmad
PJ270,Erbil Digital Culture Project 270,M929,Erbil,89967586,2023-07-17,2025-01-13,completed,Eng. Xezal Farid Mustafa
PJ271,Duhok Regional Culture Project 271,M512,Duhok,47146613,2024-02-27,2027-12-08,active,Eng. Sardar Jamal Aziz
PJ272,Zakho Public Transport Project 272,M216,Zakho,105087611,2024-12-16,2025-11-11,active,Dr. Naz Ihsan Saeed
PJ273,Duhok Regional Energy Project 273,M657,Duhok,46182067,2023-06-30,2028-02-06,active,Gen. Zhyan Rebaz Omar
PJ274,Erbil Digital Security Project 274,M839,Erbil,110101645,2025-07-30,2029-09-16,delayed,Gen. Dashni Omar Taha
PJ275,Erbil Integrated Health Project 275,M626,Erbil,15174931,2024-07-03,2025-07-26,delayed,Dr. Karwan Mohammed Omar
PJ276,Sulaymaniyah Integrated Culture Project 276,M112,Sulaymaniyah,68397497,2025-06-03,2026-02-21,completed,Gen. Karwan Hama Hama
PJ277,Halabja National Education Project 277,M070,Halabja,51341031,2023-02-06,2025-10-13,delayed,Gen. Alan Saeed Nasser
PJ278,Sulaymaniyah Public Transport Project 278,M093,Sulaymaniyah,57909919,2025-11-09,2028-01-15,active,Dr. Jalal Sherzad Othman
PJ279,Halabja Public Education Project 279,M478,Halabja,84735815,2022-05-22,2026-11-30,completed,Dr. Zhyan Kamaran Qadir
PJ280,Sulaymaniyah National Energy Project 280,M967,Sulaymaniyah,74028906,2022-08-11,2026-05-29,completed,Gen. Kavar Kamaran Mahmoud
PJ281,Sulaymaniyah Digital Health Project 281,M168,Sulaymaniyah,9792784,2022-12-07,2026-11-16,completed,Eng. Karwan Raber Taha
PJ282,Sulaymaniyah Smart Water Project 282,M958,Sulaymaniyah,118096389,2023-04-06,2024-03-13,completed,Gen. Rebaz Raber Nasser
PJ283,Halabja National Infrastructure Project 283,M495,Halabja,35572484,2025-11-17,2028-11-26,delayed,Eng. Wrya Mustafa Kadir
PJ284,Sulaymaniyah National Infrastructure Project 284,M081,Sulaymaniyah,43163391,2022-02-05,2024-09-17,delayed,Eng. Naz Aziz Rashid
PJ285,Duhok National Education Project 285,M597,Duhok,70036831,2023-09-27,2025-08-07,completed,Eng. Layla Farhad Hama
PJ286,Erbil National Energy Project 286,M356,Erbil,72906564,2022-09-24,2026-07-28,planned,Gen. Naz Sherzad Ahmad
PJ287,Halabja Digital Health Project 287,M713,Halabja,1450384,2024-11-11,2026-11-14,planned,Gen. Kavar Aryan Hasan
PJ288,Halabja Public Security Project 288,M300,Halabja,56641040,2022-06-14,2024-06-01,completed,Gen. Azad Mustafa Aziz
PJ289,Zakho Smart Education Project 289,M183,Zakho,8000794,2023-03-21,2023-09-26,active,Dr. Nawzad Omar Salih
PJ290,Halabja Regional Culture Project 290,M546,Halabja,27454475,2024-09-22,2025-07-23,delayed,Gen. Bestun Aziz Othman
PJ291,Halabja Smart Health Project 291,M769,Halabja,16445923,2022-10-30,2024-11-04,planned,Eng. Jalal Saber Aziz
PJ292,Halabja Regional Culture Project 292,M177,Halabja,107706182,2022-02-11,2023-02-05,active,Dr. Azad Aziz Ahmad
PJ293,Zakho Public Health Project 293,M960,Zakho,110403671,2023-05-11,2024-10-23,planned,Dr. Lana Sherzad Saeed
PJ294,Duhok National Infrastructure Project 294,M905,Duhok,62018478,2025-07-05,2029-08-15,planned,Dr. Baran Salam Nuri
PJ295,Erbil Public Infrastructure Project 295,M154,Erbil,58827672,2024-10-28,2028-06-08,planned,Dr. Zeynep Hama Aziz
PJ296,Duhok National Water Project 296,M929,Duhok,58134463,2025-08-09,2026-05-30,completed,Eng. Xezal Farid Mustafa
PJ297,Duhok Smart Infrastructure Project 297,M906,Duhok,108111803,2023-04-23,2025-05-14,delayed,Eng. Chnar Kamaran Nuri
PJ298,Zakho Smart Security Project 298,M446,Zakho,19093057,2022-06-19,2025-04-07,planned,Dr. Aryan Nawzad Tahir
PJ299,Duhok Public Water Project 299,M456,Duhok,35772793,2023-04-25,2027-08-04,delayed,Dr. Hawkar Farhad Karim
PJ300,Erbil National Housing Project 300,M696,Erbil,13614625,2025-12-01,2029-12-04,active,Gen. Naz Rebaz Mustafa
PJ301,Zakho Smart Transport Project 301,M553,Zakho,105284172,2025-04-24,2028-09-14,delayed,Eng. Hawkar Barzan Othman
PJ302,Erbil Public Education Project 302,M668,Erbil,77045851,2024-11-04,2027-05-30,delayed,Gen. Dara Nawzad Taha
PJ303,Erbil Integrated Education Project 303,M053,Erbil,22041843,2023-08-28,2027-12-09,completed,Dr. Mazin Fuad Saeed
PJ304,Halabja Regional Health Project 304,M423,Halabja,55716474,2025-07-03,2028-08-14,planned,Eng. Wrya Fuad Mustafa
PJ305,Erbil Integrated Security Project 305,M795,Erbil,5873332,2022-08-27,2026-02-23,active,Dr. Wrya Jamal Salih
PJ306,Erbil Smart Security Project 306,M096,Erbil,31992782,2025-03-20,2026-08-03,planned,Gen. Farhad Kamaran Taha
PJ307,Zakho Integrated Security Project 307,M565,Zakho,16474592,2024-04-02,2026-07-19,completed,Gen. Zhyan Farhad Othman
PJ308,Duhok Public Infrastructure Project 308,M976,Duhok,26624264,2024-09-15,2026-02-15,completed,Gen. Azad Fuad Hassan
PJ309,Sulaymaniyah Integrated Health Project 309,M071,Sulaymaniyah,63271729,2025-01-24,2027-11-26,planned,Dr. Baran Saber Ahmad
PJ310,Zakho National Energy Project 310,M998,Zakho,88063402,2025-10-21,2029-12-28,planned,Gen. Bestun Fuad Saeed
PJ311,Zakho Public Infrastructure Project 311,M153,Zakho,54460926,2022-12-15,2025-05-18,delayed,Dr. Nawzad Fuad Mahmoud
PJ312,Halabja Smart Education Project 312,M353,Halabja,104591943,2025-11-22,2027-08-12,active,Dr. Alan Jamal Tahir
PJ313,Duhok Smart Infrastructure Project 313,M715,Duhok,82299557,2022-06-02,2026-08-17,active,Gen. Azad Mohammed Ahmad
PJ314,Halabja Digital Transport Project 314,M179,Halabja,71166706,2025-04-22,2028-10-02,planned,Dr. Dara Kamaran Omar
PJ315,Sulaymaniyah Smart Infrastructure Project 315,M097,Sulaymaniyah,26509497,2025-11-02,2026-10-18,completed,Dr. Farhad Ihsan Nuri
PJ316,Halabja Regional Health Project 316,M931,Halabja,8605853,2022-02-23,2025-03-10,active,Dr. Rami Farid Karimi
PJ317,Erbil National Water Project 317,M171,Erbil,113928466,2025-11-05,2027-10-05,delayed,Dr. Fuad Bakr Karimi
PJ318,Zakho Public Housing Project 318,M524,Zakho,31302877,2025-05-29,2027-12-02,completed,Dr. Bestun Karim Taha
PJ319,Sulaymaniyah Integrated Housing Project 319,M330,Sulaymaniyah,74395461,2023-10-30,2028-05-22,active,Gen. Kamaran Rizgar Mustafa
PJ320,Zakho Digital Infrastructure Project 320,M635,Zakho,2214840,2024-02-26,2025-08-13,delayed,Dr. Baran Mustafa Aziz
PJ321,Zakho Digital Security Project 321,M889,Zakho,105665598,2023-04-23,2025-12-28,completed,Gen. Hawkar Dara Said
PJ322,Erbil Integrated Health Project 322,M490,Erbil,94258870,2024-11-27,2025-10-15,active,Gen. Rozhan Farid Nuri
PJ323,Zakho Digital Energy Project 323,M964,Zakho,104470737,2024-10-10,2028-04-19,planned,Gen. Zhyan Mustafa Karim
PJ324,Sulaymaniyah Integrated Transport Project 324,M540,Sulaymaniyah,54220644,2024-04-20,2025-02-24,completed,Gen. Tara Ihsan Salih
PJ325,Duhok Integrated Energy Project 325,M924,Duhok,9931608,2024-01-17,2027-01-18,active,Eng. Naz Mustafa Faris
PJ326,Erbil Regional Culture Project 326,M912,Erbil,82749555,2022-10-06,2025-07-22,planned,Gen. Zeynep Saeed Nasser
PJ327,Sulaymaniyah Regional Health Project 327,M318,Sulaymaniyah,37697693,2024-08-29,2026-12-10,active,Eng. Narin Latif Hasan
PJ328,Duhok Public Health Project 328,M181,Duhok,92173929,2023-12-18,2025-03-11,planned,Dr. Rozhan Omar Karimi
PJ329,Sulaymaniyah Public Transport Project 329,M354,Sulaymaniyah,37989460,2025-06-01,2028-09-07,planned,Dr. Farhad Jamal Kadir
PJ330,Erbil National Water Project 330,M258,Erbil,74996468,2022-05-15,2026-08-07,planned,Dr. Avan Jamal Nasser
PJ331,Zakho Public Education Project 331,M839,Zakho,60675451,2024-12-13,2027-01-10,delayed,Gen. Dashni Omar Taha
PJ332,Duhok Digital Culture Project 332,M370,Duhok,26406178,2023-11-09,2028-09-13,delayed,Dr. Zeynep Latif Hasan
PJ333,Erbil Smart Culture Project 333,M281,Erbil,99597895,2022-10-11,2024-04-28,active,Gen. Dilan Jalal Ali
PJ334,Sulaymaniyah Digital Security Project 334,M140,Sulaymaniyah,15117073,2025-04-03,2027-04-30,completed,Eng. Rami Jamal Rashid
PJ335,Erbil National Energy Project 335,M038,Erbil,77716676,2022-04-08,2023-08-05,completed,Dr. Rozhan Dara Hassan
PJ336,Duhok National Infrastructure Project 336,M119,Duhok,9284670,2025-09-19,2026-12-10,completed,Eng. Zhyan Aryan Omar
PJ337,Erbil National Transport Project 337,M042,Erbil,84734848,2024-06-23,2027-09-04,active,Gen. Bestun Nawzad Faris
PJ338,Sulaymaniyah Digital Transport Project 338,M581,Sulaymaniyah,77001597,2024-11-09,2026-06-26,completed,Eng. Chnar Ihsan Mustafa
PJ339,Erbil Public Housing Project 339,M838,Erbil,119985732,2022-08-18,2023-02-26,planned,Gen. Narin Mustafa Karimi
PJ340,Sulaymaniyah Smart Health Project 340,M032,Sulaymaniyah,102033124,2023-08-30,2027-08-24,planned,Gen. Fuad Saeed Tahir
PJ341,Halabja National Security Project 341,M592,Halabja,87380713,2023-04-03,2025-06-02,planned,Gen. Aryan Salam Karim
PJ342,Zakho Regional Transport Project 342,M475,Zakho,101102388,2022-10-20,2026-09-14,planned,Eng. Jalal Farid Ali
PJ343,Halabja National Security Project 343,M452,Halabja,20716586,2023-03-04,2023-09-04,active,Gen. Tara Aziz Taha
PJ344,Zakho Smart Education Project 344,M958,Zakho,65929246,2025-02-09,2026-08-02,active,Gen. Rebaz Raber Nasser
PJ345,Erbil Public Transport Project 345,M732,Erbil,114836566,2024-04-08,2028-11-29,planned,Dr. Avan Saber Karim
PJ346,Sulaymaniyah Digital Transport Project 346,M298,Sulaymaniyah,50090177,2024-12-27,2028-04-13,planned,Gen. Randa Jalal Othman
PJ347,Zakho Integrated Culture Project 347,M956,Zakho,115315880,2023-01-26,2027-05-09,planned,Gen. Bestun Ihsan Karim
PJ348,Erbil Digital Water Project 348,M198,Erbil,39699151,2022-06-28,2023-06-17,delayed,Dr. Layla Latif Othman
PJ349,Halabja Integrated Water Project 349,M322,Halabja,55729660,2024-02-23,2027-04-10,completed,Eng. Helin Dara Said
PJ350,Sulaymaniyah Digital Culture Project 350,M320,Sulaymaniyah,15822729,2022-09-03,2024-04-25,completed,Eng. Nawzad Omar Hassan
PJ351,Zakho Regional Culture Project 351,M955,Zakho,25916896,2022-06-09,2024-01-25,delayed,Eng. Nawzad Omar Taha
PJ352,Sulaymaniyah Digital Infrastructure Project 352,M900,Sulaymaniyah,96089709,2025-09-16,2030-04-07,completed,Gen. Bestun Omar Tahir
PJ353,Erbil Regional Security Project 353,M441,Erbil,40915770,2024-11-25,2027-01-13,active,Dr. Naz Rizgar Salih
PJ354,Sulaymaniyah Public Infrastructure Project 354,M482,Sulaymaniyah,102741579,2023-08-13,2028-06-17,active,Eng. Saman Fuad Hassan
PJ355,Zakho Public Security Project 355,M527,Zakho,14737003,2025-07-02,2029-06-23,planned,Eng. Naz Omar Tahir
PJ356,Halabja Integrated Culture Project 356,M951,Halabja,11912785,2022-02-15,2025-08-25,completed,Dr. Hawkar Ihsan Salih
PJ357,Sulaymaniyah National Health Project 357,M956,Sulaymaniyah,10708263,2024-09-30,2027-10-10,completed,Gen. Bestun Ihsan Karim
PJ358,Sulaymaniyah National Infrastructure Project 358,M753,Sulaymaniyah,63515567,2024-10-07,2027-01-23,delayed,Eng. Pishtiwan Mustafa Taha
PJ359,Zakho Digital Infrastructure Project 359,M992,Zakho,41772000,2022-06-19,2024-04-18,active,Gen. Rebaz Karim Tahir
PJ360,Zakho Digital Education Project 360,M820,Zakho,27033365,2023-05-27,2028-03-27,planned,Eng. Aryan Farhad Nasser
PJ361,Halabja National Security Project 361,M177,Halabja,76564059,2022-07-15,2026-08-18,active,Dr. Azad Aziz Ahmad
PJ362,Erbil Smart Security Project 362,M819,Erbil,31736530,2022-06-18,2024-02-22,planned,Eng. Chnar Nawzad Mustafa
PJ363,Erbil Regional Security Project 363,M397,Erbil,15720919,2025-05-12,2029-10-20,planned,Gen. Saman Rizgar Saeed
PJ364,Zakho Public Health Project 364,M604,Zakho,52104878,2025-05-01,2028-04-12,delayed,Dr. Rebaz Mohammed Karimi
PJ365,Zakho Integrated Health Project 365,M411,Zakho,59191570,2024-09-29,2025-10-07,delayed,Eng. Shilan Farid Kadir
PJ366,Duhok Smart Infrastructure Project 366,M417,Duhok,60751889,2025-04-04,2028-07-06,delayed,Dr. Zhyan Aryan Rashid
PJ367,Sulaymaniyah Regional Health Project 367,M955,Sulaymaniyah,90628278,2022-08-16,2023-11-21,delayed,Eng. Nawzad Omar Taha
PJ368,Duhok Public Security Project 368,M088,Duhok,88350727,2022-09-10,2027-07-09,active,Gen. Zeynep Farhad Mahmoud
PJ369,Zakho Digital Health Project 369,M622,Zakho,107767702,2022-11-11,2025-12-04,planned,Eng. Avan Barzan Hama
PJ370,Sulaymaniyah Public Education Project 370,M487,Sulaymaniyah,75376874,2023-06-02,2027-02-03,completed,Dr. Dara Raber Othman
PJ371,Zakho Regional Health Project 371,M148,Zakho,111672389,2024-09-26,2028-02-22,planned,Gen. Farhad Omar Ahmad
PJ372,Duhok Integrated Culture Project 372,M513,Duhok,47786080,2022-01-20,2024-05-12,active,Dr. Xezal Latif Nasser
PJ373,Erbil Digital Housing Project 373,M132,Erbil,69769916,2024-04-15,2025-05-16,planned,Eng. Zeynep Barzan Saeed
PJ374,Sulaymaniyah Smart Transport Project 374,M898,Sulaymaniyah,36730001,2024-08-20,2025-03-13,planned,Eng. Zeynep Rebaz Taha
PJ375,Erbil Integrated Culture Project 375,M496,Erbil,87986249,2025-12-06,2030-04-18,delayed,Dr. Randa Farhad Hama
PJ376,Zakho National Education Project 376,M778,Zakho,93261256,2025-02-10,2026-02-25,completed,Gen. Xezal Jamal Kadir
PJ377,Halabja National Health Project 377,M611,Halabja,80301060,2023-04-24,2025-01-03,planned,Dr. Avan Jamal Qadir
PJ378,Halabja Public Housing Project 378,M909,Halabja,110963225,2023-03-15,2026-01-17,completed,Gen. Xezal Omar Nasser
PJ379,Erbil Smart Education Project 379,M163,Erbil,95901445,2023-10-10,2024-08-23,planned,Gen. Saman Jalal Karimi
PJ380,Erbil Smart Education Project 380,M069,Erbil,71794243,2025-04-18,2029-11-22,delayed,Eng. Fuad Dara Ahmad
PJ381,Zakho National Water Project 381,M491,Zakho,26650911,2023-10-08,2026-05-18,delayed,Gen. Salih Dara Taha
PJ382,Zakho National Security Project 382,M1000,Zakho,31640851,2024-05-26,2028-11-26,delayed,Gen. Dara Sherzad Mahmoud
PJ383,Duhok National Housing Project 383,M432,Duhok,104527208,2022-11-28,2025-11-04,planned,Dr. Narin Jalal Kadir
PJ384,Sulaymaniyah Integrated Education Project 384,M454,Sulaymaniyah,111071194,2022-02-26,2023-02-19,delayed,Dr. Pishtiwan Omar Qadir
PJ385,Sulaymaniyah Public Transport Project 385,M349,Sulaymaniyah,33125597,2024-09-21,2028-12-31,completed,Eng. Shilan Saber Saeed
PJ386,Zakho National Housing Project 386,M039,Zakho,20031626,2022-05-29,2026-10-28,planned,Gen. Vian Nawzad Ahmad
PJ387,Zakho Public Transport Project 387,M411,Zakho,71026193,2023-06-16,2026-08-23,planned,Eng. Shilan Farid Kadir
PJ388,Duhok Smart Energy Project 388,M029,Duhok,11686744,2024-02-26,2026-01-19,active,Dr. Wrya Latif Said
PJ389,Zakho Smart Education Project 389,M411,Zakho,83264900,2024-03-16,2029-01-23,planned,Eng. Shilan Farid Kadir
PJ390,Halabja Smart Energy Project 390,M147,Halabja,98637028,2023-09-14,2026-01-24,completed,Dr. Azad Aryan Kadir
PJ391,Zakho Public Infrastructure Project 391,M892,Zakho,11222333,2022-01-14,2025-11-24,completed,Eng. Azad Karim Kadir
PJ392,Halabja Public Health Project 392,M815,Halabja,8858010,2022-01-30,2024-10-29,planned,Eng. Zeynep Bakr Rashid
PJ393,Duhok Integrated Infrastructure Project 393,M642,Duhok,28380943,2025-04-30,2029-12-30,planned,Dr. Fuad Hama Mustafa
PJ394,Sulaymaniyah Digital Housing Project 394,M858,Sulaymaniyah,24035566,2025-10-29,2030-09-13,delayed,Eng. Zhyan Raber Hasan
PJ395,Duhok National Transport Project 395,M487,Duhok,29126262,2022-02-14,2024-06-29,delayed,Dr. Dara Raber Othman
PJ396,Sulaymaniyah Digital Security Project 396,M978,Sulaymaniyah,76174673,2024-05-08,2024-11-24,completed,Gen. Naz Nawzad Nuri
PJ397,Zakho Integrated Infrastructure Project 397,M920,Zakho,51403665,2025-12-07,2027-06-13,delayed,Dr. Saman Hama Hama
PJ398,Zakho National Transport Project 398,M975,Zakho,97213125,2023-11-19,2027-09-17,completed,Gen. Rebaz Aziz Aziz
PJ399,Zakho Digital Energy Project 399,M538,Zakho,101916236,2025-11-29,2026-09-16,active,Eng. Vian Aziz Hassan
PJ400,Erbil Integrated Housing Project 400,M483,Erbil,42036951,2022-03-30,2026-12-09,active,Dr. Rozhan Salam Ahmad
PJ401,Erbil Integrated Health Project 401,M759,Erbil,51029367,2024-04-25,2027-05-01,planned,Gen. Tara Jamal Tahir
PJ402,Halabja Digital Transport Project 402,M508,Halabja,98368209,2023-10-14,2028-01-20,active,Dr. Baran Jalal Hama
PJ403,Halabja Integrated Health Project 403,M649,Halabja,43421019,2024-10-11,2029-03-16,completed,Gen. Nawzad Aziz Hasan
PJ404,Erbil Regional Housing Project 404,M917,Erbil,35722422,2024-07-18,2026-11-24,completed,Gen. Rozhan Bakr Hassan
PJ405,Zakho Public Education Project 405,M592,Zakho,13865296,2025-07-06,2027-05-24,completed,Gen. Aryan Salam Karim
PJ406,Erbil Integrated Education Project 406,M569,Erbil,114829055,2025-03-13,2027-11-25,completed,Eng. Dashni Aziz Aziz
PJ407,Erbil Digital Housing Project 407,M734,Erbil,50102759,2023-08-02,2028-05-16,completed,Eng. Jalal Dara Hassan
PJ408,Duhok Smart Housing Project 408,M763,Duhok,7751982,2022-06-12,2026-04-01,active,Gen. Baran Dara Hama
PJ409,Sulaymaniyah Digital Housing Project 409,M656,Sulaymaniyah,92437981,2025-12-21,2027-03-28,completed,Gen. Salih Saeed Faris
PJ410,Zakho Public Education Project 410,M931,Zakho,57363505,2024-10-06,2028-08-07,planned,Dr. Rami Farid Karimi
PJ411,Duhok National Health Project 411,M138,Duhok,63218356,2023-04-15,2025-05-03,active,Eng. Dara Omar Karim
PJ412,Duhok National Infrastructure Project 412,M870,Duhok,73100638,2024-12-06,2029-03-22,planned,Eng. Lana Salam Othman
PJ413,Halabja Integrated Housing Project 413,M370,Halabja,83268595,2024-02-22,2025-03-19,delayed,Dr. Zeynep Latif Hasan
