event_id,event_name,type,city,venue,date,tickets,price_usd,organiser
EV241,Duhok Startup Camp 2025,Sports,Duhok,Duhok Expo,2026-12-17,3109,20,Kurdistan Data Institute
EV242,Erbil Culture Bootcamp 2026,Sports,Erbil,Divan Hotel Erbil,2026-11-01,331,5,Sulaymaniyah Events Co.
EV243,Halabja Education Bootcamp 2024,Education,Halabja,Sirwan Park,2025-07-16,5291,40,UZakho
EV244,Sulaymaniyah Culture Week 2025,Education,Sulaymaniyah,UoS Hall,2024-03-12,7426,5,UKH
EV245,Duhok Science Expo 2026,Government,Duhok,Duhok Stadium,2024-03-26,4436,35,UZakho
EV246,Duhok Startup Conference 2024,Music,Duhok,Duhok Stadium,2025-06-21,5929,35,Duhok Sports Directorate
EV247,Duhok Business Festival 2025,Business,Duhok,AUK Campus,2024-04-25,3996,50,UoS
EV248,Sulaymaniyah Education Festival 2026,Commemorative,Sulaymaniyah,Slemani Expo Center,2025-06-06,7487,10,KRG Media Commission
EV249,Halabja Health Expo 2024,Music,Halabja,Halabja Cultural Hall,2026-07-09,633,80,UZakho
EV250,Erbil Education Festival 2025,Government,Erbil,Divan Hotel Erbil,2025-03-23,11287,60,UoS
EV251,Erbil Culture Summit 2026,Music,Erbil,AUK Auditorium,2026-06-06,1719,25,Kurdistan Data Institute
EV252,Duhok Education Festival 2024,Music,Duhok,Duhok Stadium,2026-08-28,11453,20,UZakho
EV253,Sulaymaniyah Business Festival 2025,Music,Sulaymaniyah,Bakhtiary Arena,2025-11-03,8411,15,Kurdistan Tech Association
EV254,Sulaymaniyah Book Fair 2026,Music,Sulaymaniyah,UoS Hall,2026-10-02,530,15,Duhok Sports Directorate
EV255,Erbil Startup Festival 2024,Government,Erbil,Divan Hotel Erbil,2025-07-02,8862,25,Duhok Sports Directorate
EV256,Sulaymaniyah Culture Fair 2025,Commemorative,Sulaymaniyah,SPU Auditorium,2025-06-30,8628,100,Kurdistan Tech Association
EV257,Halabja Business Festival 2026,Technology,Halabja,Halabja Youth Center,2025-10-05,2309,60,Zakho Municipality
EV258,Zakho Culture Bootcamp 2024,Business,Zakho,New Zakho Hall,2026-03-10,9110,25,Kurdistan Tech Association
EV259,Halabja Health Festival 2025,Music,Halabja,Halabja Youth Center,2025-12-22,11342,50,UoS
EV260,Zakho Culture Fair 2026,Government,Zakho,New Zakho Hall,2024-11-25,10872,60,KRG Ministry of Culture
EV261,Erbil Book Festival 2024,Sports,Erbil,Sami Abdulrahman Park,2024-09-05,779,10,Kurdistan Data Institute
EV262,Erbil Science Festival 2025,Conference,Erbil,AUK Auditorium,2024-03-09,5015,0,Duhok Sports Directorate
EV263,Zakho Startup Expo 2026,Health,Zakho,University of Zakho Hall,2025-09-04,8462,0,StartupKRG
EV264,Sulaymaniyah Startup Forum 2024,Conference,Sulaymaniyah,Slemani Expo Center,2024-04-05,8285,15,KRG Media Commission
EV265,Zakho Science Week 2025,Cultural,Zakho,Zakho Stadium,2024-09-12,7029,10,KRG Media Commission
EV266,Duhok Science Forum 2026,Health,Duhok,Dream Hall Duhok,2026-09-07,1932,60,KRG Government
EV267,Zakho Startup Conference 2024,Commemorative,Zakho,Zakho Park,2026-04-04,6403,0,KRG Government
EV268,Duhok Education Bootcamp 2025,Health,Duhok,Duhok Expo,2025-08-10,10447,20,Duhok Sports Directorate
EV269,Sulaymaniyah Education Forum 2026,Business,Sulaymaniyah,UoS Hall,2026-11-04,8474,35,Duhok Sports Directorate
EV270,Duhok Film Week 2024,Sports,Duhok,Duhok Expo,2025-08-22,5280,5,Sulaymaniyah Events Co.
EV271,Zakho Culture Fair 2025,Education,Zakho,University of Zakho Hall,2026-05-13,7384,15,Kurdistan Tech Association
EV272,Duhok Culture Camp 2026,Education,Duhok,Duhok Cultural Center,2024-07-07,11490,40,UoS
EV273,Halabja Culture Festival 2024,Sports,Halabja,Halabja Memorial,2024-11-05,6323,50,Kurdistan Tech Association
EV274,Halabja Film Camp 2025,Commemorative,Halabja,Halabja Memorial,2026-03-11,3615,20,StartupKRG
EV275,Halabja Health Meetup 2026,Education,Halabja,Halabja Youth Center,2026-09-19,1138,0,Duhok Sports Directorate
EV276,Duhok Film Bootcamp 2024,Commemorative,Duhok,AUK Campus,2026-06-08,11548,15,Duhok Sports Directorate
EV277,Sulaymaniyah Culture Expo 2025,Business,Sulaymaniyah,UoS Hall,2025-01-13,8791,50,AUK
EV278,Zakho Innovation Camp 2026,Cultural,Zakho,Zakho Stadium,2025-12-16,1444,15,KRG Government
EV279,Sulaymaniyah Culture Camp 2024,Technology,Sulaymaniyah,Bakhtiary Arena,2026-04-05,2023,50,Sulaymaniyah Events Co.
EV280,Erbil Heritage Forum 2025,Conference,Erbil,UKH Campus,2026-10-24,7755,20,Sulaymaniyah Events Co.
EV281,Zakho Education Conference 2026,Conference,Zakho,University of Zakho Hall,2024-08-27,2891,5,SPU
EV282,Zakho Startup Camp 2024,Music,Zakho,University of Zakho Hall,2025-01-27,4050,100,Sulaymaniyah Events Co.
EV283,Erbil Health Festival 2025,Cultural,Erbil,Divan Hotel Erbil,2025-04-02,7222,50,KRG Media Commission
EV284,Duhok Book Fair 2026,Music,Duhok,Duhok Cultural Center,2024-01-21,2865,100,KRG Presidency
EV285,Sulaymaniyah Culture Expo 2024,Education,Sulaymaniyah,UoS Hall,2026-11-23,10421,20,AUK
EV286,Duhok Health Expo 2025,Government,Duhok,Duhok Expo,2025-03-15,11011,80,Kurdistan Data Institute
EV287,Duhok Innovation Fair 2026,Commemorative,Duhok,Duhok Cultural Center,2024-05-24,6540,100,KRG Media Commission
EV288,Halabja Education Camp 2024,Conference,Halabja,Sirwan Park,2026-06-11,1769,15,SPU
EV289,Halabja Innovation Conference 2025,Commemorative,Halabja,Halabja Youth Center,2025-10-24,2007,80,KRG Ministry of Culture
EV290,Duhok Heritage Summit 2026,Music,Duhok,Duhok Cultural Center,2025-06-16,6545,25,Kurdistan Data Institute
EV291,Halabja Business Expo 2024,Government,Halabja,Halabja Cultural Hall,2025-11-24,7912,5,Zakho Municipality
EV292,Zakho Education Expo 2025,Health,Zakho,New Zakho Hall,2025-07-07,460,50,UKH
EV293,Duhok Startup Summit 2026,Technology,Duhok,Dream Hall Duhok,2026-07-16,2625,50,KRG Ministry of Culture
EV294,Halabja Startup Fair 2024,Music,Halabja,Halabja Memorial,2025-08-31,107,0,UoS
EV295,Duhok Heritage Forum 2025,Commemorative,Duhok,Duhok Expo,2026-10-15,9955,50,Kurdistan Tech Association
EV296,Zakho Health Festival 2026,Sports,Zakho,New Zakho Hall,2026-07-10,5728,10,Duhok Sports Directorate
EV297,Duhok Science Week 2024,Music,Duhok,Duhok Cultural Center,2024-12-03,10727,0,UKH
EV298,Erbil Film Forum 2025,Conference,Erbil,Erbil Citadel Grounds,2025-10-29,4228,80,Kurdistan Data Institute
EV299,Duhok Science Festival 2026,Music,Duhok,AUK Campus,2024-08-18,11466,25,KRG Media Commission
EV300,Duhok Business Expo 2024,Commemorative,Duhok,AUK Campus,2024-08-07,7849,60,AUK
EV301,Halabja Culture Fair 2025,Business,Halabja,Halabja Youth Center,2024-04-02,1759,40,Zakho Municipality
EV302,Erbil Book Forum 2026,Commemorative,Erbil,Rotana Hotel,2025-04-13,3321,40,KRG Ministry of Culture
EV303,Erbil Business Week 2024,Government,Erbil,Empire World Mall,2026-12-06,11426,35,UKH
EV304,Duhok Heritage Expo 2025,Conference,Duhok,Dream Hall Duhok,2025-05-28,7140,10,KRG Media Commission
EV305,Zakho Innovation Camp 2026,Government,Zakho,New Zakho Hall,2025-11-28,3051,5,KRG Media Commission
EV306,Erbil Culture Week 2024,Government,Erbil,AUK Auditorium,2024-09-11,3159,25,Kurdistan Data Institute
EV307,Duhok Heritage Fair 2025,Cultural,Duhok,Dream Hall Duhok,2024-04-29,8411,80,KRG Presidency
EV308,Erbil Business Camp 2026,Technology,Erbil,UKH Campus,2026-05-10,884,0,UKH
EV309,Zakho Startup Conference 2024,Government,Zakho,Zakho Park,2026-08-23,7260,50,StartupKRG
EV310,Zakho Heritage Meetup 2025,Business,Zakho,Zakho Stadium,2025-10-03,5667,60,KRG Presidency
EV311,Sulaymaniyah Film Bootcamp 2026,Business,Sulaymaniyah,Goizha Convention Center,2025-10-15,5151,35,Kurdistan Data Institute
EV312,Erbil Culture Summit 2024,Cultural,Erbil,Erbil International Fair Ground,2026-06-26,7012,20,KRG Government
EV313,Duhok Science Fair 2025,Sports,Duhok,Duhok Cultural Center,2025-11-23,9365,35,Sulaymaniyah Events Co.
EV314,Zakho Culture Expo 2026,Business,Zakho,Zakho Stadium,2025-09-07,10897,5,UZakho
EV315,Sulaymaniyah Business Conference 2024,Health,Sulaymaniyah,Slemani Expo Center,2026-08-21,483,15,Zakho Municipality
EV316,Duhok Health Meetup 2025,Music,Duhok,Dream Hall Duhok,2026-11-15,6234,40,StartupKRG
EV317,Sulaymaniyah Science Week 2026,Government,Sulaymaniyah,SPU Auditorium,2024-07-31,3193,60,Duhok Sports Directorate
EV318,Zakho Book Expo 2024,Health,Zakho,Zakho Stadium,2024-09-18,8035,35,KRG Government
EV319,Erbil Business Meetup 2025,Commemorative,Erbil,UKH Campus,2026-12-08,1805,5,Zakho Municipality
EV320,Sulaymaniyah Education Festival 2026,Music,Sulaymaniyah,Slemani Expo Center,2025-10-27,7979,20,Kurdistan Data Institute
EV321,Erbil Business Summit 2024,Education,Erbil,UKH Campus,2026-06-05,10485,0,AUK
EV322,Zakho Book Bootcamp 2025,Sports,Zakho,Zakho Park,2026-12-09,192,50,StartupKRG
EV323,Duhok Culture Forum 2026,Business,Duhok,Dream Hall Duhok,2024-01-05,10101,80,KRG Media Commission
EV324,Sulaymaniyah Health Forum 2024,Government,Sulaymaniyah,Azmar Resort,2026-09-21,9073,60,UKH
EV325,Duhok Business Camp 2025,Government,Duhok,Duhok Stadium,2026-04-01,1705,40,Zakho Municipality
EV326,Sulaymaniyah Film Summit 2026,Sports,Sulaymaniyah,Azmar Resort,2026-07-22,5857,5,Kurdistan Tech Association
EV327,Sulaymaniyah Film Week 2024,Business,Sulaymaniyah,UoS Hall,2026-07-12,9784,35,UKH
EV328,Halabja Innovation Expo 2025,Conference,Halabja,Halabja Cultural Hall,2024-05-04,2350,10,Duhok Sports Directorate
EV329,Erbil Startup Expo 2026,Conference,Erbil,Erbil Citadel Grounds,2024-06-18,5329,60,UKH
EV330,Duhok Business Festival 2024,Business,Duhok,AUK Campus,2025-06-16,10491,35,Zakho Municipality
EV331,Duhok Innovation Meetup 2025,Cultural,Duhok,Duhok Cultural Center,2024-01-14,5027,15,Zakho Municipality
EV332,Halabja Heritage Festival 2026,Conference,Halabja,Halabja Memorial,2026-02-05,8763,40,UKH
EV333,Sulaymaniyah Innovation Week 2024,Commemorative,Sulaymaniyah,SPU Auditorium,2025-04-20,4431,0,StartupKRG
EV334,Erbil Innovation Forum 2025,Sports,Erbil,Rotana Hotel,2026-08-05,3149,15,KRG Media Commission
EV335,Duhok Culture Fair 2026,Sports,Duhok,Duhok Expo,2024-08-21,8418,10,KRG Presidency
EV336,Sulaymaniyah Health Fair 2024,Conference,Sulaymaniyah,Azmar Resort,2026-05-07,2344,60,UZakho
EV337,Halabja Film Festival 2025,Commemorative,Halabja,Halabja Youth Center,2025-11-13,5142,50,Kurdistan Tech Association
EV338,Duhok Culture Expo 2026,Business,Duhok,AUK Campus,2025-12-05,2648,80,Kurdistan Tech Association
EV339,Duhok Innovation Summit 2024,Commemorative,Duhok,AUK Campus,2024-12-10,5030,40,Duhok Sports Directorate
EV340,Zakho Startup Meetup 2025,Health,Zakho,Zakho Stadium,2026-10-08,1502,50,StartupKRG
EV341,Duhok Business Fair 2026,Conference,Duhok,Duhok Stadium,2025-03-03,11613,25,UKH
EV342,Halabja Book Fair 2024,Technology,Halabja,Halabja Memorial,2026-10-09,8393,80,UZakho
EV343,Duhok Startup Bootcamp 2025,Conference,Duhok,Dream Hall Duhok,2026-08-23,10212,80,SPU
EV344,Sulaymaniyah Business Week 2026,Government,Sulaymaniyah,Bakhtiary Arena,2025-03-26,9456,20,UKH
EV345,Halabja Education Fair 2024,Government,Halabja,Halabja Cultural Hall,2024-03-02,2249,0,KRG Presidency
EV346,Duhok Science Forum 2025,Music,Duhok,Duhok Cultural Center,2024-07-16,2043,20,UZakho
EV347,Zakho Science Expo 2026,Health,Zakho,Zakho Stadium,2025-05-14,1302,15,Kurdistan Data Institute
EV348,Zakho Heritage Meetup 2024,Sports,Zakho,Zakho Stadium,2025-03-16,5400,100,AUK
EV349,Sulaymaniyah Book Expo 2025,Business,Sulaymaniyah,Goizha Convention Center,2024-08-16,827,20,Kurdistan Tech Association
EV350,Zakho Culture Bootcamp 2026,Commemorative,Zakho,New Zakho Hall,2024-08-03,205,15,AUK
EV351,Erbil Health Conference 2024,Conference,Erbil,Erbil International Fair Ground,2025-07-01,516,15,KRG Media Commission
EV352,Zakho Culture Festival 2025,Commemorative,Zakho,Zakho Park,2026-12-17,9206,0,KRG Government
EV353,Halabja Heritage Expo 2026,Cultural,Halabja,Halabja Memorial,2024-08-08,5081,80,Kurdistan Data Institute
EV354,Sulaymaniyah Book Meetup 2024,Conference,Sulaymaniyah,Azmar Resort,2024-12-13,101,35,Sulaymaniyah Events Co.
EV355,Duhok Science Bootcamp 2025,Business,Duhok,Duhok Cultural Center,2024-02-12,1233,80,UZakho
EV356,Zakho Heritage Festival 2026,Commemorative,Zakho,New Zakho Hall,2024-02-07,10016,60,StartupKRG
EV357,Zakho Health Bootcamp 2024,Education,Zakho,Zakho Park,2024-05-31,10707,15,Duhok Sports Directorate
EV358,Sulaymaniyah Education Expo 2025,Conference,Sulaymaniyah,Slemani Expo Center,2025-03-31,1636,20,KRG Media Commission
EV359,Sulaymaniyah Culture Bootcamp 2026,Government,Sulaymaniyah,SPU Auditorium,2024-11-12,2660,15,StartupKRG
EV360,Halabja Business Conference 2024,Commemorative,Halabja,Halabja Youth Center,2024-12-08,7131,10,UKH
EV361,Duhok Science Meetup 2025,Technology,Duhok,AUK Campus,2024-07-12,6991,25,UZakho
EV362,Sulaymaniyah Startup Expo 2026,Technology,Sulaymaniyah,Azmar Resort,2026-08-31,11593,10,AUK
EV363,Duhok Business Week 2024,Cultural,Duhok,Duhok Cultural Center,2026-12-11,761,0,UZakho
EV364,Sulaymaniyah Heritage Forum 2025,Education,Sulaymaniyah,Goizha Convention Center,2025-07-05,10401,80,KRG Government
EV365,Zakho Education Festival 2026,Commemorative,Zakho,University of Zakho Hall,2024-10-25,8032,100,Zakho Municipality
EV366,Duhok Culture Meetup 2024,Sports,Duhok,Duhok Stadium,2024-09-26,3428,80,KRG Government
EV367,Duhok Health Conference 2025,Education,Duhok,Duhok Cultural Center,2024-08-10,4366,60,KRG Presidency
EV368,Erbil Science Camp 2026,Cultural,Erbil,Erbil International Fair Ground,2025-03-23,9279,10,Duhok Sports Directorate
EV369,Erbil Innovation Meetup 2024,Sports,Erbil,Erbil Citadel Grounds,2024-10-09,11130,50,KRG Presidency
EV370,Duhok Health Conference 2025,Sports,Duhok,Duhok Cultural Center,2026-01-26,6386,35,KRG Presidency
EV371,Erbil Innovation Week 2026,Government,Erbil,Sami Abdulrahman Park,2025-10-02,9101,0,UZakho
EV372,Duhok Heritage Forum 2024,Government,Duhok,Dream Hall Duhok,2026-04-12,5038,20,KRG Government
EV373,Duhok Education Fair 2025,Conference,Duhok,Duhok Stadium,2026-09-21,10963,60,Sulaymaniyah Events Co.
EV374,Sulaymaniyah Innovation Summit 2026,Cultural,Sulaymaniyah,Bakhtiary Arena,2026-10-27,3420,20,KRG Media Commission
EV375,Sulaymaniyah Heritage Conference 2024,Health,Sulaymaniyah,UoS Hall,2025-11-02,776,40,Duhok Sports Directorate
EV376,Sulaymaniyah Film Summit 2025,Government,Sulaymaniyah,Bakhtiary Arena,2024-02-11,3315,100,Zakho Municipality
EV377,Halabja Heritage Forum 2026,Business,Halabja,Halabja Memorial,2024-01-21,1161,0,UZakho
EV378,Duhok Film Meetup 2024,Commemorative,Duhok,Dream Hall Duhok,2026-08-28,9884,0,KRG Presidency
EV379,Zakho Book Week 2025,Business,Zakho,New Zakho Hall,2025-09-09,2301,80,Sulaymaniyah Events Co.
EV380,Erbil Book Week 2026,Commemorative,Erbil,Erbil Citadel Grounds,2026-10-21,7185,60,Zakho Municipality
EV381,Halabja Book Expo 2024,Technology,Halabja,Sirwan Park,2026-10-21,5338,60,KRG Government
EV382,Sulaymaniyah Startup Summit 2025,Education,Sulaymaniyah,Slemani Expo Center,2025-02-12,11974,5,StartupKRG
EV383,Sulaymaniyah Innovation Camp 2026,Commemorative,Sulaymaniyah,SPU Auditorium,2026-07-26,9825,20,Kurdistan Data Institute
EV384,Erbil Startup Camp 2024,Education,Erbil,Divan Hotel Erbil,2024-02-18,684,5,UKH
EV385,Duhok Heritage Fair 2025,Business,Duhok,Duhok Cultural Center,2024-05-10,3042,20,StartupKRG
EV386,Zakho Startup Meetup 2026,Sports,Zakho,New Zakho Hall,2026-11-12,721,100,KRG Ministry of Culture
EV387,Sulaymaniyah Business Summit 2024,Cultural,Sulaymaniyah,Bakhtiary Arena,2026-10-09,10641,0,Zakho Municipality
EV388,Halabja Health Festival 2025,Government,Halabja,Halabja Youth Center,2026-12-14,11963,15,SPU
EV389,Sulaymaniyah Education Forum 2026,Music,Sulaymaniyah,Bakhtiary Arena,2024-08-01,6134,100,UoS
EV390,Duhok Business Summit 2024,Technology,Duhok,AUK Campus,2024-10-24,3118,15,UKH
EV391,Sulaymaniyah Innovation Festival 2025,Commemorative,Sulaymaniyah,Goizha Convention Center,2026-01-05,4788,10,KRG Government
EV392,Halabja Film Expo 2026,Health,Halabja,Halabja Cultural Hall,2024-05-03,10159,60,UoS
EV393,Erbil Heritage Summit 2024,Music,Erbil,Empire World Mall,2025-09-28,9149,15,AUK
EV394,Halabja Health Festival 2025,Cultural,Halabja,Sirwan Park,2025-11-10,6743,100,UKH
EV395,Zakho Startup Bootcamp 2026,Music,Zakho,New Zakho Hall,2026-09-09,3325,0,Sulaymaniyah Events Co.
EV396,Sulaymaniyah Heritage Bootcamp 2024,Government,Sulaymaniyah,UoS Hall,2026-09-10,11524,40,Kurdistan Tech Association
EV397,Duhok Startup Expo 2025,Commemorative,Duhok,AUK Campus,2024-04-09,10303,10,Kurdistan Tech Association
EV398,Sulaymaniyah Innovation Festival 2026,Technology,Sulaymaniyah,Bakhtiary Arena,2025-03-10,2661,40,Duhok Sports Directorate
EV399,Erbil Science Week 2024,Sports,Erbil,UKH Campus,2026-09-05,4492,15,Duhok Sports Directorate
EV400,Erbil Film Festival 2025,Health,Erbil,Rotana Hotel,2026-07-03,10776,35,UoS
EV401,Duhok Education Forum 2026,Conference,Duhok,AUK Campus,2024-07-17,8482,35,Duhok Sports Directorate
EV402,Duhok Film Summit 2024,Government,Duhok,Duhok Stadium,2025-09-12,2017,25,Kurdistan Tech Association
EV403,Zakho Business Bootcamp 2025,Commemorative,Zakho,University of Zakho Hall,2024-06-30,9141,80,KRG Media Commission
EV404,Erbil Education Conference 2026,Health,Erbil,Erbil International Fair Ground,2025-04-01,1109,15,Sulaymaniyah Events Co.
EV405,Duhok Education Camp 2024,Sports,Duhok,Duhok Cultural Center,2026-01-08,3309,60,Zakho Municipality
EV406,Sulaymaniyah Education Week 2025,Cultural,Sulaymaniyah,Azmar Resort,2024-01-07,10518,35,UKH
EV407,Duhok Innovation Meetup 2026,Music,Duhok,AUK Campus,2024-10-18,6037,60,Zakho Municipality
EV408,Sulaymaniyah Health Fair 2024,Government,Sulaymaniyah,Azmar Resort,2026-07-01,1517,0,KRG Government
EV409,Erbil Science Expo 2025,Conference,Erbil,Erbil International Fair Ground,2025-04-03,2324,10,KRG Presidency
EV410,Sulaymaniyah Education Conference 2026,Sports,Sulaymaniyah,Slemani Expo Center,2025-02-11,11372,40,UKH
EV411,Duhok Business Week 2024,Education,Duhok,Duhok Cultural Center,2026-03-28,716,10,KRG Government
EV412,Zakho Science Summit 2025,Business,Zakho,Zakho Park,2026-03-20,3712,50,Sulaymaniyah Events Co.
EV413,Duhok Book Week 2026,Education,Duhok,AUK Campus,2024-12-09,3817,60,AUK
EV414,Zakho Heritage Bootcamp 2024,Music,Zakho,New Zakho Hall,2025-03-22,9474,35,UKH
EV415,Erbil Book Week 2025,Government,Erbil,Erbil International Fair Ground,2026-07-28,9641,15,KRG Media Commission
EV416,Erbil Education Festival 2026,Cultural,Erbil,Rotana Hotel,2024-03-04,7632,5,AUK
EV417,Erbil Science Week 2024,Health,Erbil,Rotana Hotel,2025-02-13,11426,25,KRG Media Commission
EV418,Halabja Science Camp 2025,Education,Halabja,Halabja Cultural Hall,2024-11-13,1115,100,KRG Media Commission
EV419,Sulaymaniyah Business Camp 2026,Health,Sulaymaniyah,Slemani Expo Center,2025-07-11,2570,80,Duhok Sports Directorate
EV420,Halabja Innovation Festival 2024,Education,Halabja,Sirwan Park,2024-12-14,11840,100,AUK
EV421,Halabja Innovation Week 2025,Cultural,Halabja,Sirwan Park,2026-12-15,6801,5,AUK
EV422,Duhok Startup Meetup 2026,Technology,Duhok,Duhok Expo,2025-03-09,11179,10,Duhok Sports Directorate
EV423,Zakho Health Conference 2024,Government,Zakho,Zakho Stadium,2026-12-07,9754,35,KRG Presidency
EV424,Halabja Book Meetup 2025,Government,Halabja,Halabja Youth Center,2026-11-08,277,5,Sulaymaniyah Events Co.
EV425,Zakho Book Meetup 2026,Commemorative,Zakho,Zakho Stadium,2024-04-20,655,25,Duhok Sports Directorate
EV426,Zakho Heritage Summit 2024,Commemorative,Zakho,New Zakho Hall,2025-07-11,5128,10,UKH
EV427,Halabja Film Festival 2025,Music,Halabja,Halabja Cultural Hall,2024-11-12,5626,25,Kurdistan Tech Association
EV428,Sulaymaniyah Health Meetup 2026,Commemorative,Sulaymaniyah,Azmar Resort,2026-09-18,10721,50,Sulaymaniyah Events Co.
EV429,Zakho Book Fair 2024,Music,Zakho,Zakho Stadium,2024-08-18,4018,35,KRG Media Commission
EV430,Erbil Health Week 2025,Health,Erbil,Erbil International Fair Ground,2024-12-10,2215,60,KRG Government
EV431,Sulaymaniyah Health Camp 2026,Conference,Sulaymaniyah,Azmar Resort,2024-08-27,11763,10,Duhok Sports Directorate
EV432,Erbil Innovation Expo 2024,Business,Erbil,UKH Campus,2024-07-17,7964,35,KRG Ministry of Culture
EV433,Halabja Science Expo 2025,Technology,Halabja,Halabja Youth Center,2026-09-04,7969,60,KRG Presidency
EV434,Halabja Heritage Forum 2026,Commemorative,Halabja,Sirwan Park,2026-08-11,601,20,UoS
EV435,Sulaymaniyah Film Week 2024,Cultural,Sulaymaniyah,Goizha Convention Center,2025-08-31,8187,100,Kurdistan Data Institute
EV436,Zakho Education Meetup 2025,Sports,Zakho,New Zakho Hall,2025-05-25,324,100,UKH
EV437,Erbil Culture Week 2026,Music,Erbil,UKH Campus,2024-08-29,5414,15,AUK
EV438,Duhok Business Festival 2024,Business,Duhok,Duhok Expo,2026-08-22,309,80,AUK
EV439,Duhok Book Bootcamp 2025,Cultural,Duhok,AUK Campus,2024-10-27,1169,35,UoS
EV440,Sulaymaniyah Book Expo 2026,Education,Sulaymaniyah,Slemani Expo Center,2025-01-05,4601,0,UKH
EV441,Halabja Innovation Fair 2024,Business,Halabja,Sirwan Park,2025-02-11,8796,15,Duhok Sports Directorate
EV442,Erbil Culture Expo 2025,Commemorative,Erbil,Erbil Citadel Grounds,2025-10-18,10692,10,Kurdistan Data Institute
EV443,Zakho Heritage Forum 2026,Business,Zakho,Zakho Stadium,2024-08-18,3322,15,Sulaymaniyah Events Co.
EV444,Sulaymaniyah Health Forum 2024,Technology,Sulaymaniyah,Slemani Expo Center,2025-01-04,2117,60,Kurdistan Tech Association
EV445,Zakho Film Forum 2025,Education,Zakho,University of Zakho Hall,2025-06-12,3595,80,Kurdistan Data Institute
EV446,Duhok Science Summit 2026,Education,Duhok,Duhok Expo,2026-11-04,7051,35,UKH
EV447,Sulaymaniyah Film Forum 2024,Conference,Sulaymaniyah,UoS Hall,2026-11-07,4109,0,KRG Media Commission
EV448,Zakho Book Forum 2025,Commemorative,Zakho,New Zakho Hall,2026-02-08,3378,25,KRG Ministry of Culture
EV449,Zakho Business Festival 2026,Technology,Zakho,New Zakho Hall,2025-04-28,7765,40,StartupKRG
EV450,Sulaymaniyah Education Meetup 2024,Sports,Sulaymaniyah,SPU Auditorium,2025-06-11,10539,0,KRG Media Commission
EV451,Duhok Business Summit 2025,Sports,Duhok,Duhok Cultural Center,2025-05-22,3329,100,StartupKRG
EV452,Erbil Book Bootcamp 2026,Commemorative,Erbil,UKH Campus,2025-09-14,4085,15,UKH
EV453,Halabja Innovation Summit 2024,Government,Halabja,Sirwan Park,2025-06-28,8275,100,Kurdistan Tech Association
EV454,Sulaymaniyah Film Forum 2025,Technology,Sulaymaniyah,Goizha Convention Center,2026-02-12,4214,20,Kurdistan Data Institute
EV455,Duhok Startup Bootcamp 2026,Commemorative,Duhok,Dream Hall Duhok,2026-11-21,9890,10,KRG Government
EV456,Halabja Education Festival 2024,Education,Halabja,Halabja Cultural Hall,2026-09-10,964,100,Kurdistan Tech Association
EV457,Erbil Business Week 2025,Health,Erbil,Erbil International Fair Ground,2026-03-20,3808,100,Zakho Municipality
EV458,Erbil Education Conference 2026,Education,Erbil,Rotana Hotel,2026-04-18,11745,25,Kurdistan Tech Association
EV459,Duhok Science Conference 2024,Business,Duhok,AUK Campus,2025-03-27,11541,50,KRG Government
EV460,Erbil Education Forum 2025,Business,Erbil,UKH Campus,2024-09-12,3782,80,AUK
EV461,Halabja Culture Camp 2026,Music,Halabja,Halabja Memorial,2025-07-01,11750,0,Kurdistan Tech Association
EV462,Erbil Science Meetup 2024,Conference,Erbil,Erbil International Fair Ground,2025-12-06,669,80,Duhok Sports Directorate
EV463,Duhok Film Festival 2025,Music,Duhok,Dream Hall Duhok,2025-09-16,5297,50,UKH
EV464,Erbil Science Forum 2026,Health,Erbil,Sami Abdulrahman Park,2025-04-08,5531,25,Kurdistan Tech Association
EV465,Halabja Culture Week 2024,Technology,Halabja,Halabja Cultural Hall,2025-08-20,11715,20,StartupKRG
EV466,Duhok Education Bootcamp 2025,Commemorative,Duhok,AUK Campus,2025-08-17,8195,35,Kurdistan Data Institute
EV467,Sulaymaniyah Film Conference 2026,Education,Sulaymaniyah,UoS Hall,2026-10-18,2278,10,KRG Ministry of Culture
EV468,Duhok Science Festival 2024,Cultural,Duhok,Dream Hall Duhok,2024-02-14,467,10,KRG Government
EV469,Halabja Book Week 2025,Business,Halabja,Halabja Youth Center,2026-07-27,8196,35,UKH
EV470,Erbil Culture Forum 2026,Government,Erbil,Erbil Citadel Grounds,2026-08-12,6682,15,Zakho Municipality
EV471,Zakho Education Camp 2024,Education,Zakho,University of Zakho Hall,2025-08-31,11955,15,Kurdistan Tech Association
EV472,Halabja Health Week 2025,Sports,Halabja,Halabja Youth Center,2024-07-07,1600,35,Sulaymaniyah Events Co.
EV473,Duhok Education Summit 2026,Sports,Duhok,AUK Campus,2025-04-10,9255,35,Sulaymaniyah Events Co.
EV474,Halabja Film Fair 2024,Conference,Halabja,Halabja Cultural Hall,2026-08-14,5670,60,SPU
EV475,Sulaymaniyah Culture Fair 2025,Technology,Sulaymaniyah,UoS Hall,2024-07-21,3649,5,SPU
EV476,Duhok Health Summit 2026,Health,Duhok,Duhok Stadium,2026-08-24,1286,15,UoS
EV477,Halabja Heritage Fair 2024,Government,Halabja,Halabja Youth Center,2025-11-19,5006,80,AUK
EV478,Erbil Book Conference 2025,Technology,Erbil,Rotana Hotel,2025-05-19,10179,15,Duhok Sports Directorate
