hospital_id,name,city,type,beds,specialities,director
H219,Sulaymaniyah General Hospital 219,Sulaymaniyah,Private,222,"Cardiac Surgery, Emergency",Dr. Randa Ihsan Mustafa
H220,Zakho General Hospital 220,Zakho,Teaching,623,"Emergency, Cardiac Surgery",Dr. Zeynep Nawzad Taha
H221,Halabja Community Hospital 221,Halabja,Specialist,213,"Oncology, Surgery, Paediatrics, Emergency",Dr. Salih Fuad Taha
H222,Erbil Specialist Hospital 222,Erbil,Teaching,468,"Endocrinology, Neurology",Dr. Dara Aryan Nasser
H223,Zakho Private Hospital 223,Zakho,Specialist,58,"Haematology, Neurology, Endocrinology, Cardiology",Dr. Mazin Salam Saeed
H224,Halabja Community Hospital 224,Halabja,Teaching,130,"General, Paediatrics, Nephrology, Cardiac Surgery",Dr. Zhyan Bakr Aziz
H225,Zakho Specialist Hospital 225,Zakho,Public,200,"Mental Health, Cardiology, Oncology",Dr. Baran Karim Ahmad
H226,Erbil General Hospital 226,Erbil,Teaching,118,"Paediatrics, Research, Neurology, Endocrinology",Dr. Zeynep Saber Aziz
H227,Zakho Community Hospital 227,Zakho,Public,106,"Mental Health, Cardiac Surgery",Dr. Pishtiwan Jamal Omar
H228,Sulaymaniyah Medical Hospital 228,Sulaymaniyah,Public,414,"Mental Health, Cardiac Surgery, General",Dr. Baran Jamal Othman
H229,Halabja Medical Hospital 229,Halabja,Private,457,"Neurology, Oncology, General",Dr. Dilan Fuad Said
H230,Duhok Specialist Hospital 230,Duhok,Public,636,"Surgery, Endocrinology, Orthopaedics, Cardiac Surgery",Dr. Xezal Latif Karim
H231,Sulaymaniyah Teaching Hospital 231,Sulaymaniyah,Public,486,"Surgery, Orthopaedics, Haematology, Nephrology",Dr. Dilan Mustafa Mustafa
H232,Duhok Specialist Hospital 232,Duhok,Private,460,"Emergency, Oncology, Orthopaedics",Dr. Rebaz Omar Kadir
H233,Halabja Specialist Hospital 233,Halabja,Specialist,57,"Cardiac Surgery, Cardiology, Emergency, Mental Health",Dr. Hawkar Barzan Karimi
H234,Erbil Community Hospital 234,Erbil,Private,78,"Paediatrics, Emergency, Nephrology",Dr. Rami Farid Tahir
H235,Erbil Community Hospital 235,Erbil,Private,612,"General, Cardiology",Dr. Wrya Farid Nuri
H236,Sulaymaniyah Private Hospital 236,Sulaymaniyah,Public,325,"Emergency, Paediatrics",Dr. Kamaran Farhad Taha
H237,Zakho Community Hospital 237,Zakho,Public,401,"Surgery, Oncology, Emergency",Dr. Jalal Farhad Tahir
H238,Duhok General Hospital 238,Duhok,Specialist,135,"Haematology, Orthopaedics",Dr. Rozhan Sherzad Saeed
H239,Erbil Medical Hospital 239,Erbil,Public,367,"Nephrology, Paediatrics, Neurology",Dr. Dara Dara Said
H240,Zakho Teaching Hospital 240,Zakho,Teaching,665,"Haematology, Oncology, Nephrology, Endocrinology",Dr. Shilan Latif Said
H241,Sulaymaniyah Private Hospital 241,Sulaymaniyah,Specialist,510,"Oncology, Neurology",Dr. Mazin Saeed Hama
H242,Zakho Private Hospital 242,Zakho,Teaching,245,"Paediatrics, Oncology, Neurology",Dr. Saman Salam Hama
H243,Duhok Specialist Hospital 243,Duhok,Specialist,420,"Paediatrics, Surgery, Nephrology, Oncology",Dr. Aryan Jalal Ali
H244,Zakho Private Hospital 244,Zakho,Public,210,"Orthopaedics, Surgery, Mental Health",Dr. Rami Aryan Karimi
H245,Sulaymaniyah Specialist Hospital 245,Sulaymaniyah,Private,350,"Mental Health, General, Nephrology, Neurology",Dr. Aryan Aryan Omar
H246,Erbil Private Hospital 246,Erbil,Teaching,59,"Cardiac Surgery, General",Dr. Azad Omar Omar
H247,Duhok Medical Hospital 247,Duhok,Private,344,"Paediatrics, Haematology",Dr. Baran Jamal Mahmoud
H248,Sulaymaniyah Teaching Hospital 248,Sulaymaniyah,Public,276,"Neurology, Emergency, Oncology",Dr. Alan Mustafa Qadir
H249,Sulaymaniyah General Hospital 249,Sulaymaniyah,Public,152,"Endocrinology, Cardiology, Cardiac Surgery, Neurology",Dr. Vian Farid Faris
H250,Sulaymaniyah General Hospital 250,Sulaymaniyah,Private,455,"Cardiology, Endocrinology, Paediatrics, Oncology",Dr. Saman Omar Kadir
H251,Zakho Specialist Hospital 251,Zakho,Public,699,"Emergency, Endocrinology, General",Dr. Karwan Latif Kadir
H252,Sulaymaniyah Community Hospital 252,Sulaymaniyah,Teaching,509,"Orthopaedics, Research",Dr. Saman Bakr Saeed
H253,Halabja Community Hospital 253,Halabja,Specialist,475,"Orthopaedics, Endocrinology, Mental Health, Research",Dr. Aryan Mustafa Karim
H254,Erbil Specialist Hospital 254,Erbil,Public,222,"Nephrology, Emergency",Dr. Baran Nawzad Saeed
H255,Duhok Medical Hospital 255,Duhok,Public,93,"Endocrinology, Orthopaedics, Haematology, Research",Dr. Helin Farid Qadir
H256,Halabja General Hospital 256,Halabja,Specialist,357,"General, Cardiac Surgery, Mental Health, Nephrology",Dr. Dashni Nawzad Mustafa
H257,Duhok Specialist Hospital 257,Duhok,Specialist,305,"Paediatrics, Surgery",Dr. Tara Hama Kadir
H258,Erbil Private Hospital 258,Erbil,Public,460,"Oncology, Mental Health, Orthopaedics",Dr. Rami Fuad Qadir
H259,Sulaymaniyah Private Hospital 259,Sulaymaniyah,Specialist,422,"Cardiac Surgery, General, Nephrology, Haematology",Dr. Pishtiwan Aryan Nuri
H260,Halabja Teaching Hospital 260,Halabja,Specialist,651,"Orthopaedics, Mental Health, Emergency",Dr. Sardar Saber Ali
H261,Sulaymaniyah Private Hospital 261,Sulaymaniyah,Private,575,"Emergency, Oncology, Cardiac Surgery, Research",Dr. Aryan Raber Ahmad
H262,Sulaymaniyah Specialist Hospital 262,Sulaymaniyah,Public,276,"Orthopaedics, Nephrology, Surgery",Dr. Mazin Aziz Karim
H263,Sulaymaniyah Specialist Hospital 263,Sulaymaniyah,Private,101,"Orthopaedics, Mental Health, Endocrinology",Dr. Dara Ihsan Omar
H264,Duhok General Hospital 264,Duhok,Specialist,309,"Oncology, Neurology",Dr. Sardar Farhad Hasan
H265,Halabja Specialist Hospital 265,Halabja,Private,106,"Cardiac Surgery, Paediatrics",Dr. Mazin Ihsan Tahir
H266,Erbil Specialist Hospital 266,Erbil,Private,304,"Haematology, General",Dr. Naz Hama Nasser
H267,Erbil Medical Hospital 267,Erbil,Specialist,105,"Cardiology, Research, Endocrinology, Cardiac Surgery",Dr. Nawzad Saber Hama
H268,Erbil Specialist Hospital 268,Erbil,Teaching,399,"Oncology, Mental Health",Dr. Zeynep Dara Mustafa
H269,Erbil Community Hospital 269,Erbil,Private,378,"Oncology, Research, Endocrinology, Cardiology",Dr. Lana Latif Karimi
H270,Zakho Community Hospital 270,Zakho,Private,403,"Emergency, Cardiology",Dr. Sardar Barzan Ahmad
H271,Sulaymaniyah Private Hospital 271,Sulaymaniyah,Specialist,162,"Neurology, Emergency, Nephrology, Cardiology",Dr. Vian Kamaran Karim
H272,Duhok Specialist Hospital 272,Duhok,Private,227,"Cardiology, Haematology, Endocrinology",Dr. Fuad Farhad Hama
H273,Sulaymaniyah Specialist Hospital 273,Sulaymaniyah,Public,470,"Orthopaedics, General, Haematology",Dr. Naz Omar Othman
H274,Halabja Private Hospital 274,Halabja,Teaching,184,"Cardiac Surgery, Haematology, Orthopaedics",Dr. Layla Saeed Hassan
H275,Zakho Medical Hospital 275,Zakho,Teaching,207,"Research, General",Dr. Dilan Hama Qadir
H276,Halabja Private Hospital 276,Halabja,Specialist,659,"Surgery, Endocrinology, Research",Dr. Chnar Rebaz Mustafa
H277,Duhok Teaching Hospital 277,Duhok,Public,657,"Orthopaedics, Cardiac Surgery, Haematology, General",Dr. Zhyan Jalal Karimi
H278,Erbil Specialist Hospital 278,Erbil,Private,664,"Cardiac Surgery, Cardiology, General",Dr. Avan Fuad Aziz
H279,Halabja Community Hospital 279,Halabja,Public,337,"Cardiology, Surgery, Emergency, Orthopaedics",Dr. Zeynep Rizgar Nasser
H280,Zakho Teaching Hospital 280,Zakho,Specialist,598,"Surgery, Cardiology, Haematology, Nephrology",Dr. Wrya Omar Aziz
H281,Duhok Medical Hospital 281,Duhok,Specialist,392,"General, Research, Mental Health, Nephrology",Dr. Zeynep Saeed Said
H282,Halabja Teaching Hospital 282,Halabja,Public,62,"Paediatrics, Oncology, Surgery",Dr. Aryan Farid Ahmad
H283,Zakho Teaching Hospital 283,Zakho,Public,347,"Cardiac Surgery, Mental Health",Dr. Chnar Farid Hama
H284,Sulaymaniyah Medical Hospital 284,Sulaymaniyah,Teaching,68,"Research, Haematology",Dr. Dashni Latif Nuri
H285,Erbil Community Hospital 285,Erbil,Specialist,668,"General, Endocrinology",Dr. Chnar Latif Qadir
H286,Halabja Private Hospital 286,Halabja,Teaching,340,"Research, Cardiology, Mental Health, Neurology",Dr. Azad Raber Taha
H287,Zakho Medical Hospital 287,Zakho,Specialist,319,"Neurology, Haematology",Dr. Kamaran Mohammed Omar
H288,Zakho Community Hospital 288,Zakho,Public,624,"Cardiac Surgery, Haematology, Paediatrics, Research",Dr. Vian Saeed Karim
H289,Erbil General Hospital 289,Erbil,Public,409,"Neurology, Research, Haematology",Dr. Azad Mustafa Tahir
H290,Zakho Teaching Hospital 290,Zakho,Public,690,"Orthopaedics, Endocrinology, Cardiology",Dr. Chnar Salam Hasan
H291,Sulaymaniyah General Hospital 291,Sulaymaniyah,Teaching,488,"General, Oncology, Research, Surgery",Dr. Vian Saeed Taha
H292,Sulaymaniyah Medical Hospital 292,Sulaymaniyah,Private,151,"Paediatrics, Nephrology, Orthopaedics, General",Dr. Yara Fuad Ahmad
H293,Halabja Medical Hospital 293,Halabja,Private,475,"Emergency, Endocrinology",Dr. Hawkar Barzan Salih
H294,Halabja Medical Hospital 294,Halabja,Teaching,108,"Oncology, General, Cardiology, Nephrology",Dr. Naz Barzan Salih
H295,Duhok Specialist Hospital 295,Duhok,Teaching,352,"Mental Health, General",Dr. Nawzad Mohammed Aziz
H296,Erbil Private Hospital 296,Erbil,Specialist,461,"Emergency, Surgery, Orthopaedics, Nephrology",Dr. Dashni Ihsan Aziz
H297,Halabja Medical Hospital 297,Halabja,Public,451,"Neurology, Haematology",Dr. Kavar Aziz Taha
H298,Duhok Teaching Hospital 298,Duhok,Public,80,"Orthopaedics, Endocrinology, Mental Health, General",Dr. Nawzad Omar Salih
H299,Sulaymaniyah Specialist Hospital 299,Sulaymaniyah,Private,68,"Emergency, Neurology",Dr. Rebaz Kamaran Ahmad
H300,Duhok General Hospital 300,Duhok,Specialist,371,"Emergency, Nephrology, Mental Health",Dr. Pishtiwan Nawzad Mahmoud
H301,Sulaymaniyah Community Hospital 301,Sulaymaniyah,Public,584,"Paediatrics, Cardiac Surgery, Orthopaedics, Research",Dr. Azad Mustafa Mahmoud
H302,Sulaymaniyah Teaching Hospital 302,Sulaymaniyah,Specialist,107,"Oncology, Paediatrics, Research",Dr. Layla Bakr Rashid
H303,Sulaymaniyah General Hospital 303,Sulaymaniyah,Public,431,"Orthopaedics, Neurology",Dr. Yara Karim Faris
H304,Zakho General Hospital 304,Zakho,Teaching,581,"Research, Cardiology",Dr. Kamaran Karim Karimi
H305,Duhok General Hospital 305,Duhok,Public,394,"Nephrology, Mental Health, Oncology, Surgery",Dr. Karwan Nawzad Mahmoud
H306,Zakho General Hospital 306,Zakho,Private,643,"Surgery, Endocrinology, Cardiology, Oncology",Dr. Naz Fuad Aziz
H307,Halabja Specialist Hospital 307,Halabja,Public,647,"Paediatrics, Mental Health, Emergency",Dr. Farhad Jamal Taha
H308,Zakho General Hospital 308,Zakho,Teaching,614,"Oncology, Paediatrics, Haematology",Dr. Rozhan Dara Salih
H309,Sulaymaniyah General Hospital 309,Sulaymaniyah,Teaching,618,"Oncology, Endocrinology",Dr. Avan Saber Said
H310,Halabja Medical Hospital 310,Halabja,Private,522,"Cardiac Surgery, Cardiology",Dr. Mazin Rebaz Mustafa
H311,Duhok Specialist Hospital 311,Duhok,Public,595,"Orthopaedics, Cardiology",Dr. Zhyan Kamaran Rashid
H312,Zakho Private Hospital 312,Zakho,Teaching,174,"Mental Health, Emergency, Cardiology",Dr. Azad Saeed Nuri
H313,Halabja Medical Hospital 313,Halabja,Public,320,"Haematology, Cardiology",Dr. Dashni Mustafa Mustafa
H314,Halabja Community Hospital 314,Halabja,Private,372,"Cardiology, Nephrology, Emergency, Cardiac Surgery",Dr. Yara Rizgar Othman
H315,Halabja Teaching Hospital 315,Halabja,Private,346,"Cardiac Surgery, Paediatrics, Haematology",Dr. Karwan Mohammed Nuri
H316,Duhok General Hospital 316,Duhok,Public,163,"Cardiology, Orthopaedics, Nephrology",Dr. Farhad Farhad Nasser
H317,Duhok General Hospital 317,Duhok,Private,210,"Cardiology, Cardiac Surgery, Endocrinology",Dr. Tara Farhad Nasser
H318,Zakho Community Hospital 318,Zakho,Public,564,"General, Neurology, Endocrinology, Paediatrics",Dr. Xezal Nawzad Hassan
H319,Halabja Private Hospital 319,Halabja,Specialist,152,"Endocrinology, General, Haematology",Dr. Rozhan Rizgar Aziz
H320,Zakho Community Hospital 320,Zakho,Private,157,"Cardiology, General",Dr. Narin Mustafa Tahir
H321,Zakho Specialist Hospital 321,Zakho,Specialist,385,"Paediatrics, Oncology, Endocrinology",Dr. Aryan Sherzad Kadir
H322,Erbil Medical Hospital 322,Erbil,Specialist,321,"Neurology, General, Orthopaedics, Cardiac Surgery",Dr. Narin Sherzad Hama
H323,Halabja Community Hospital 323,Halabja,Private,673,"Paediatrics, General, Emergency, Orthopaedics",Dr. Hawkar Kamaran Nuri
H324,Zakho Private Hospital 324,Zakho,Specialist,357,"Neurology, Cardiology, Oncology, Mental Health",Dr. Karwan Aziz Mahmoud
H325,Erbil Teaching Hospital 325,Erbil,Specialist,409,"Haematology, Endocrinology",Dr. Lana Omar Ahmad
H326,Halabja General Hospital 326,Halabja,Public,87,"Paediatrics, Haematology, Orthopaedics",Dr. Shilan Aziz Said
H327,Halabja Medical Hospital 327,Halabja,Private,379,"Research, Neurology, Haematology, Cardiology",Dr. Lana Jamal Karimi
H328,Zakho Specialist Hospital 328,Zakho,Specialist,347,"General, Neurology",Dr. Salih Jamal Faris
H329,Halabja Specialist Hospital 329,Halabja,Teaching,570,"Haematology, Endocrinology, Mental Health, Cardiac Surgery",Dr. Narin Latif Mustafa
H330,Zakho General Hospital 330,Zakho,Public,516,"Orthopaedics, Haematology, Cardiology, General",Dr. Dashni Aziz Mustafa
H331,Zakho Medical Hospital 331,Zakho,Teaching,637,"Mental Health, Paediatrics",Dr. Saman Sherzad Taha
H332,Sulaymaniyah General Hospital 332,Sulaymaniyah,Public,502,"Surgery, Cardiology, Endocrinology",Dr. Hawkar Aryan Ahmad
H333,Zakho General Hospital 333,Zakho,Public,224,"Neurology, Emergency",Dr. Shilan Saber Salih
H334,Duhok General Hospital 334,Duhok,Specialist,336,"Research, Emergency, Haematology",Dr. Lana Ihsan Nuri
H335,Halabja Specialist Hospital 335,Halabja,Teaching,215,"Emergency, Cardiac Surgery, Haematology, Research",Dr. Lana Aryan Nasser
H336,Zakho Private Hospital 336,Zakho,Private,418,"Nephrology, Orthopaedics",Dr. Mazin Aziz Karimi
H337,Duhok Community Hospital 337,Duhok,Specialist,691,"Endocrinology, Emergency, Nephrology, Oncology",Dr. Zeynep Barzan Taha
H338,Zakho Private Hospital 338,Zakho,Specialist,517,"Cardiac Surgery, Emergency",Dr. Mazin Jalal Faris
H339,Sulaymaniyah Community Hospital 339,Sulaymaniyah,Private,329,"Endocrinology, Haematology, Cardiac Surgery",Dr. Fuad Fuad Ahmad
H340,Sulaymaniyah Teaching Hospital 340,Sulaymaniyah,Specialist,387,"Endocrinology, Surgery, Research, Nephrology",Dr. Mazin Sherzad Rashid
H341,Zakho Private Hospital 341,Zakho,Public,317,"Surgery, Paediatrics, Mental Health",Dr. Shilan Ihsan Kadir
H342,Halabja Teaching Hospital 342,Halabja,Specialist,500,"Endocrinology, Paediatrics",Dr. Zhyan Nawzad Hassan
H343,Duhok Specialist Hospital 343,Duhok,Teaching,523,"Mental Health, Cardiology, Paediatrics, Orthopaedics",Dr. Azad Farid Nasser
H344,Erbil Medical Hospital 344,Erbil,Specialist,651,"Research, General",Dr. Farhad Sherzad Taha
H345,Duhok Specialist Hospital 345,Duhok,Specialist,65,"Neurology, Haematology, Orthopaedics",Dr. Hawkar Dara Othman
H346,Duhok Specialist Hospital 346,Duhok,Private,306,"General, Orthopaedics, Emergency",Dr. Naz Fuad Ahmad
H347,Erbil Private Hospital 347,Erbil,Private,420,"Haematology, Nephrology, Cardiac Surgery, Emergency",Dr. Tara Farid Qadir
H348,Erbil Specialist Hospital 348,Erbil,Specialist,104,"Emergency, Oncology",Dr. Layla Mohammed Othman
H349,Erbil General Hospital 349,Erbil,Teaching,484,"Endocrinology, Cardiac Surgery, General, Cardiology",Dr. Karwan Nawzad Mustafa
H350,Halabja Medical Hospital 350,Halabja,Teaching,688,"Surgery, Neurology",Dr. Fuad Omar Rashid
H351,Erbil Teaching Hospital 351,Erbil,Private,247,"General, Mental Health",Dr. Salih Dara Othman
H352,Zakho Community Hospital 352,Zakho,Specialist,539,"General, Endocrinology, Mental Health, Cardiac Surgery",Dr. Naz Salam Othman
H353,Sulaymaniyah General Hospital 353,Sulaymaniyah,Teaching,591,"Neurology, Mental Health",Dr. Randa Fuad Othman
H354,Zakho Private Hospital 354,Zakho,Teaching,374,"Mental Health, Haematology",Dr. Alan Omar Qadir
H355,Sulaymaniyah Teaching Hospital 355,Sulaymaniyah,Private,193,"Endocrinology, Surgery",Dr. Sardar Nawzad Taha
H356,Erbil Community Hospital 356,Erbil,Specialist,114,"Haematology, Neurology, Cardiology, Paediatrics",Dr. Lana Aziz Rashid
H357,Sulaymaniyah Medical Hospital 357,Sulaymaniyah,Specialist,672,"Endocrinology, Cardiology, Cardiac Surgery",Dr. Mazin Nawzad Aziz
H358,Sulaymaniyah Specialist Hospital 358,Sulaymaniyah,Specialist,494,"Emergency, Nephrology, Cardiology, Haematology",Dr. Pishtiwan Aziz Nuri
H359,Sulaymaniyah Teaching Hospital 359,Sulaymaniyah,Private,233,"Mental Health, Cardiology, Cardiac Surgery, Emergency",Dr. Vian Farid Said
H360,Sulaymaniyah Private Hospital 360,Sulaymaniyah,Private,439,"Endocrinology, Paediatrics, Cardiology",Dr. Azad Ihsan Faris
H361,Halabja Specialist Hospital 361,Halabja,Private,240,"Nephrology, Emergency, Endocrinology, Research",Dr. Tara Bakr Qadir
H362,Zakho Specialist Hospital 362,Zakho,Teaching,304,"Neurology, Mental Health, Surgery",Dr. Bestun Saeed Ahmad
H363,Halabja Medical Hospital 363,Halabja,Private,276,"Cardiology, Nephrology, Endocrinology, Neurology",Dr. Zhyan Nawzad Kadir
H364,Erbil Community Hospital 364,Erbil,Specialist,540,"Surgery, General, Research, Nephrology",Dr. Shilan Hama Ali
H365,Duhok Community Hospital 365,Duhok,Specialist,220,"Mental Health, Endocrinology, Cardiac Surgery, General",Dr. Aryan Latif Karim
H366,Halabja General Hospital 366,Halabja,Public,205,"Research, Emergency",Dr. Sardar Kamaran Kadir
H367,Zakho Teaching Hospital 367,Zakho,Private,456,"Oncology, Cardiology, Haematology",Dr. Zeynep Karim Hassan
H368,Sulaymaniyah Teaching Hospital 368,Sulaymaniyah,Teaching,124,"Research, Surgery",Dr. Jalal Mustafa Hassan
H369,Sulaymaniyah Community Hospital 369,Sulaymaniyah,Specialist,529,"Research, Mental Health, Emergency",Dr. Lana Karim Faris
H370,Halabja Teaching Hospital 370,Halabja,Teaching,404,"Nephrology, Research, Paediatrics, Emergency",Dr. Karwan Aryan Hama
H371,Sulaymaniyah Specialist Hospital 371,Sulaymaniyah,Public,115,"Paediatrics, Neurology, Mental Health, Cardiology",Dr. Aryan Rizgar Taha
H372,Zakho Medical Hospital 372,Zakho,Specialist,201,"Orthopaedics, Cardiac Surgery",Dr. Wrya Jamal Hama
H373,Zakho Medical Hospital 373,Zakho,Teaching,618,"Cardiology, Oncology",Dr. Rozhan Karim Saeed
H374,Sulaymaniyah Teaching Hospital 374,Sulaymaniyah,Public,420,"Endocrinology, General",Dr. Zeynep Ihsan Karimi
H375,Halabja Private Hospital 375,Halabja,Teaching,622,"Emergency, Oncology",Dr. Naz Latif Faris
H376,Sulaymaniyah Teaching Hospital 376,Sulaymaniyah,Private,135,"General, Paediatrics",Dr. Baran Farhad Faris
H377,Sulaymaniyah Private Hospital 377,Sulaymaniyah,Teaching,202,"Research, Endocrinology, Neurology",Dr. Dara Aziz Karim
H378,Sulaymaniyah General Hospital 378,Sulaymaniyah,Public,613,"Emergency, Paediatrics",Dr. Rozhan Farid Said
H379,Zakho Specialist Hospital 379,Zakho,Specialist,677,"Cardiology, Haematology, Mental Health, Oncology",Dr. Bestun Saeed Taha
H380,Zakho Specialist Hospital 380,Zakho,Teaching,411,"Oncology, Emergency",Dr. Vian Omar Othman
H381,Erbil General Hospital 381,Erbil,Public,683,"Cardiology, General, Surgery",Dr. Saman Kamaran Said
H382,Duhok Private Hospital 382,Duhok,Private,262,"Oncology, Haematology",Dr. Dilan Aziz Taha
H383,Zakho General Hospital 383,Zakho,Teaching,89,"Oncology, Nephrology, Orthopaedics",Dr. Avan Karim Hama
H384,Halabja Teaching Hospital 384,Halabja,Teaching,195,"Cardiac Surgery, Orthopaedics",Dr. Pishtiwan Salam Faris
H385,Duhok Teaching Hospital 385,Duhok,Public,670,"Cardiology, Haematology, Emergency, Oncology",Dr. Randa Nawzad Ahmad
H386,Zakho Teaching Hospital 386,Zakho,Specialist,676,"Haematology, Endocrinology",Dr. Yara Raber Karim
H387,Duhok General Hospital 387,Duhok,Teaching,432,"Orthopaedics, General",Dr. Pishtiwan Saber Mustafa
H388,Erbil Medical Hospital 388,Erbil,Teaching,644,"Haematology, Nephrology",Dr. Dashni Aziz Hassan
H389,Halabja Specialist Hospital 389,Halabja,Public,152,"Endocrinology, Cardiac Surgery, Research",Dr. Vian Karim Hama
H390,Erbil Medical Hospital 390,Erbil,Specialist,224,"Neurology, Oncology, Emergency",Dr. Salih Aziz Hasan
H391,Sulaymaniyah Specialist Hospital 391,Sulaymaniyah,Public,375,"Cardiology, Research",Dr. Sardar Farhad Qadir
H392,Zakho Community Hospital 392,Zakho,Public,387,"Cardiac Surgery, Haematology, Cardiology, Orthopaedics",Dr. Baran Kamaran Ali
H393,Duhok Teaching Hospital 393,Duhok,Public,382,"Orthopaedics, Cardiac Surgery, Oncology, Endocrinology",Dr. Fuad Raber Taha
H394,Zakho Private Hospital 394,Zakho,Teaching,327,"Mental Health, Neurology, Orthopaedics",Dr. Dilan Kamaran Ahmad
H395,Duhok Medical Hospital 395,Duhok,Private,660,"Oncology, Research, Cardiac Surgery",Dr. Xezal Mohammed Nasser
H396,Erbil General Hospital 396,Erbil,Teaching,568,"Endocrinology, Oncology, Research",Dr. Bestun Bakr Faris
H397,Zakho Private Hospital 397,Zakho,Public,276,"Surgery, Nephrology, Oncology, Haematology",Dr. Shilan Rebaz Kadir
H398,Halabja Community Hospital 398,Halabja,Teaching,417,"Orthopaedics, General",Dr. Jalal Mustafa Aziz
H399,Erbil Private Hospital 399,Erbil,Public,366,"Paediatrics, Cardiology, Surgery, Haematology",Dr. Naz Bakr Qadir
H400,Sulaymaniyah Specialist Hospital 400,Sulaymaniyah,Teaching,660,"Research, Cardiac Surgery, Neurology, Mental Health",Dr. Dara Mohammed Ali
H401,Duhok Community Hospital 401,Duhok,Specialist,663,"Paediatrics, Research, Nephrology",Dr. Azad Omar Nasser
H402,Sulaymaniyah Medical Hospital 402,Sulaymaniyah,Teaching,389,"Endocrinology, Surgery, Orthopaedics, General",Dr. Dashni Nawzad Rashid
H403,Zakho Specialist Hospital 403,Zakho,Public,448,"Endocrinology, Mental Health, Cardiology",Dr. Layla Raber Hasan
H404,Duhok Community Hospital 404,Duhok,Private,235,"Paediatrics, General, Cardiology, Research",Dr. Randa Saeed Taha
H405,Sulaymaniyah Medical Hospital 405,Sulaymaniyah,Public,576,"Surgery, Emergency, Haematology, General",Dr. Helin Saber Faris
H406,Zakho Private Hospital 406,Zakho,Private,57,"Cardiology, Oncology, Mental Health, Surgery",Dr. Rebaz Saber Mahmoud
H407,Erbil Private Hospital 407,Erbil,Specialist,641,"Cardiac Surgery, Orthopaedics",Dr. Azad Farid Faris
H408,Erbil Private Hospital 408,Erbil,Private,266,"Cardiac Surgery, Haematology, General",Dr. Salih Rizgar Karim
H409,Halabja Community Hospital 409,Halabja,Specialist,574,"Research, Oncology, Surgery, Nephrology",Dr. Hawkar Raber Kadir
H410,Sulaymaniyah Community Hospital 410,Sulaymaniyah,Public,632,"Haematology, Cardiac Surgery, Orthopaedics",Dr. Layla Farhad Hassan
H411,Zakho Teaching Hospital 411,Zakho,Teaching,333,"Emergency, Neurology, Nephrology",Dr. Tara Rebaz Othman
H412,Duhok Specialist Hospital 412,Duhok,Specialist,645,"Cardiology, General, Paediatrics",Dr. Baran Karim Omar
H413,Sulaymaniyah Medical Hospital 413,Sulaymaniyah,Private,354,"Endocrinology, Research, Neurology, Mental Health",Dr. Chnar Barzan Hasan
H414,Erbil Private Hospital 414,Erbil,Teaching,305,"General, Endocrinology, Cardiac Surgery",Dr. Vian Aryan Hama
H415,Halabja Teaching Hospital 415,Halabja,Public,523,"Surgery, Research, Mental Health, Cardiac Surgery",Dr. Azad Kamaran Hasan
H416,Zakho Specialist Hospital 416,Zakho,Private,558,"Nephrology, Research, Paediatrics, Surgery",Dr. Vian Nawzad Othman
H417,Halabja General Hospital 417,Halabja,Private,363,"Paediatrics, Surgery, Neurology",Dr. Zhyan Fuad Ahmad
H418,Sulaymaniyah General Hospital 418,Sulaymaniyah,Specialist,526,"Mental Health, Nephrology, Cardiology",Dr. Yara Jalal Othman
H419,Sulaymaniyah Specialist Hospital 419,Sulaymaniyah,Specialist,570,"General, Mental Health, Endocrinology, Nephrology",Dr. Jalal Salam Mahmoud
H420,Halabja Teaching Hospital 420,Halabja,Teaching,339,"Orthopaedics, Nephrology",Dr. Layla Ihsan Taha
H421,Zakho Community Hospital 421,Zakho,Teaching,94,"Emergency, Research, Oncology, Surgery",Dr. Dara Ihsan Mustafa
H422,Sulaymaniyah Private Hospital 422,Sulaymaniyah,Specialist,293,"Research, Orthopaedics, Oncology",Dr. Tara Kamaran Othman
H423,Duhok General Hospital 423,Duhok,Teaching,658,"Emergency, Paediatrics, Oncology",Dr. Dilan Salam Rashid
H424,Sulaymaniyah Teaching Hospital 424,Sulaymaniyah,Teaching,484,"Paediatrics, Nephrology, Cardiology",Dr. Rami Hama Karimi
H425,Halabja Teaching Hospital 425,Halabja,Specialist,92,"Research, Nephrology, Endocrinology, Cardiac Surgery",Dr. Avan Mohammed Karimi
H426,Zakho General Hospital 426,Zakho,Specialist,366,"Neurology, Cardiology, Orthopaedics",Dr. Narin Mustafa Tahir
H427,Halabja Specialist Hospital 427,Halabja,Private,160,"Endocrinology, Haematology, Cardiology",Dr. Farhad Aryan Nuri
H428,Halabja General Hospital 428,Halabja,Specialist,382,"Oncology, Paediatrics, Mental Health, General",Dr. Sardar Rebaz Mahmoud
H429,Erbil Teaching Hospital 429,Erbil,Private,697,"Nephrology, Oncology",Dr. Sardar Barzan Mahmoud
H430,Duhok Specialist Hospital 430,Duhok,Private,54,"Surgery, Cardiac Surgery, Research",Dr. Narin Barzan Tahir
H431,Duhok Specialist Hospital 431,Duhok,Private,390,"Research, General, Oncology, Haematology",Dr. Bestun Aziz Karim
H432,Zakho Medical Hospital 432,Zakho,Private,287,"Emergency, Endocrinology, Mental Health, Neurology",Dr. Naz Fuad Omar
