company_id,company_name,city,sector,founded,employees,annual_revenue_usd,ceo
CO273,Duhok Media Company,Duhok,Media,2001,4440,627339731,Farhad Karim Mustafa
CO274,Sulaymaniyah Healthcare Systems,Sulaymaniyah,Healthcare,2014,2724,487298637,Xezal Salam Hama
CO275,Zakho Hospitality Services,Zakho,Hospitality,2008,2741,123162396,Baran Farhad Ali
CO276,Zakho Healthcare Industries,Zakho,Healthcare,1999,118,582594661,Kavar Mustafa Kadir
CO277,Zakho Energy Services,Zakho,Energy,1998,4837,608498779,Yara Jalal Taha
CO278,Halabja Construction Enterprises,Halabja,Construction,1994,4599,404815108,Zhyan Karim Omar
CO279,Halabja Consulting Systems,Halabja,Consulting,2006,2804,80712958,Zhyan Jamal Othman
CO280,Halabja Transport Logistics Company,Halabja,Transport & Logistics,1999,1174,76809633,Yara Farid Hasan
CO281,Halabja Hospitality Group,Halabja,Hospitality,2009,1539,521489524,Fuad Barzan Ahmad
CO282,Zakho Technology Group,Zakho,Technology,2005,3473,205709813,Layla Barzan Mahmoud
CO283,Halabja Aviation Holdings,Halabja,Aviation,2001,2608,38110648,Nawzad Jamal Qadir
CO284,Duhok Food Beverage Industries,Duhok,Food & Beverage,2003,2634,181508113,Farhad Latif Said
CO285,Halabja Consulting Group,Halabja,Consulting,2025,4234,558263190,Yara Saeed Hassan
CO286,Halabja Food Beverage Solutions,Halabja,Food & Beverage,1990,3791,107796764,Rozhan Sherzad Saeed
CO287,Sulaymaniyah Hospitality Group,Sulaymaniyah,Hospitality,2005,3411,550045801,Sardar Latif Hama
CO288,Duhok Logistics Company,Duhok,Logistics,2008,2158,293052542,Kavar Mustafa Karim
CO289,Sulaymaniyah Technology Systems,Sulaymaniyah,Technology,2001,3555,531805301,Rebaz Nawzad Taha
CO290,Halabja Media Solutions,Halabja,Media,1994,4151,59864296,Saman Ihsan Aziz
CO291,Duhok Media Group,Duhok,Media,2020,4689,525213727,Vian Saeed Mahmoud
CO292,Halabja Energy Industries,Halabja,Energy,1997,4569,131491083,Farhad Saeed Karimi
CO293,Erbil Retail Enterprises,Erbil,Retail,2007,3810,179382512,Azad Omar Ahmad
CO294,Sulaymaniyah Technology Solutions,Sulaymaniyah,Technology,2000,3185,384116512,Rami Kamaran Faris
CO295,Duhok Hospitality Group,Duhok,Hospitality,2003,489,141816149,Kavar Jalal Rashid
CO296,Erbil Education Company,Erbil,Education,1997,3688,19212161,Saman Bakr Ahmad
CO297,Sulaymaniyah Healthcare Enterprises,Sulaymaniyah,Healthcare,2010,4328,585592041,Farhad Omar Mustafa
CO298,Halabja Aviation Center,Halabja,Aviation,2000,218,446071391,Kavar Aziz Kadir
CO299,Erbil Hospitality Labs,Erbil,Hospitality,1998,3735,180813641,Zeynep Omar Said
CO300,Halabja Technology Group,Halabja,Technology,2012,1865,105006783,Zhyan Aziz Mustafa
CO301,Zakho Tourism Industries,Zakho,Tourism,2010,547,243131458,Zeynep Farhad Saeed
CO302,Sulaymaniyah Transport Logistics Company,Sulaymaniyah,Transport & Logistics,1991,635,232207845,Chnar Mohammed Saeed
CO303,Erbil Consulting Company,Erbil,Consulting,1995,4908,335724085,Layla Omar Kadir
CO304,Zakho Tourism Holdings,Zakho,Tourism,1995,1955,433700352,Zhyan Rebaz Karim
CO305,Sulaymaniyah Education Industries,Sulaymaniyah,Education,1992,2332,392337496,Dilan Kamaran Ahmad
CO306,Halabja Logistics Group,Halabja,Logistics,2017,1696,377701689,Lana Ihsan Taha
CO307,Duhok Telecommunications Solutions,Duhok,Telecommunications,2015,1555,453273951,Naz Hama Mustafa
CO308,Erbil Real Estate Center,Erbil,Real Estate,2007,3115,129330551,Rebaz Ihsan Karimi
CO309,Duhok Food Beverage Labs,Duhok,Food & Beverage,1996,1715,238660853,Naz Aziz Hasan
CO310,Zakho Fintech Systems,Zakho,Fintech,1993,4824,161878412,Rozhan Aziz Karim
CO311,Duhok Food Beverage Systems,Duhok,Food & Beverage,2011,4665,451549854,Alan Hama Nuri
CO312,Sulaymaniyah Consulting Group,Sulaymaniyah,Consulting,2004,3164,242900917,Salih Barzan Karim
CO313,Duhok Transport Logistics Systems,Duhok,Transport & Logistics,1996,4837,344688188,Fuad Aziz Ahmad
CO314,Erbil Telecommunications Company,Erbil,Telecommunications,2009,855,421743915,Avan Rizgar Mahmoud
CO315,Zakho Manufacturing Group,Zakho,Manufacturing,1995,2560,463272293,Salih Ihsan Hama
CO316,Erbil Energy Holdings,Erbil,Energy,2013,64,20103532,Lana Aryan Kadir
CO317,Duhok Manufacturing Company,Duhok,Manufacturing,2008,3202,309780578,Baran Mohammed Nasser
CO318,Halabja Technology Center,Halabja,Technology,1991,1170,230360798,Baran Aziz Nasser
CO319,Zakho Manufacturing Solutions,Zakho,Manufacturing,2023,4505,649539097,Layla Jamal Hassan
CO320,Halabja Technology Enterprises,Halabja,Technology,2012,284,491095985,Vian Jalal Hasan
CO321,Sulaymaniyah Hospitality Enterprises,Sulaymaniyah,Hospitality,2020,2922,23439503,Pishtiwan Jamal Nasser
CO322,Zakho Agriculture Industries,Zakho,Agriculture,2022,2344,211753076,Azad Rizgar Omar
CO323,Duhok Pharmaceuticals Company,Duhok,Pharmaceuticals,2025,4108,177810587,Layla Farid Hassan
CO324,Duhok Logistics Enterprises,Duhok,Logistics,1995,264,245135040,Yara Mustafa Othman
CO325,Duhok Media Services,Duhok,Media,2021,3105,318134189,Shilan Saber Salih
CO326,Sulaymaniyah Education Solutions,Sulaymaniyah,Education,2018,2440,362975300,Kavar Omar Salih
CO327,Duhok Consulting Labs,Duhok,Consulting,2012,145,602223240,Dilan Mohammed Rashid
CO328,Halabja Telecommunications Holdings,Halabja,Telecommunications,2012,2518,506164327,Helin Hama Omar
CO329,Duhok Healthcare Enterprises,Duhok,Healthcare,1998,4881,273951858,Kavar Nawzad Hama
CO330,Erbil Construction Center,Erbil,Construction,1991,4652,560105778,Baran Saber Ali
CO331,Erbil Retail Solutions,Erbil,Retail,2006,3547,320038260,Chnar Mohammed Rashid
CO332,Sulaymaniyah Pharmaceuticals Group,Sulaymaniyah,Pharmaceuticals,2018,2441,121630319,Rebaz Mohammed Omar
CO333,Erbil Agriculture Industries,Erbil,Agriculture,2013,1410,361375806,Tara Salam Othman
CO334,Erbil Transport Logistics Services,Erbil,Transport & Logistics,1995,3707,453326145,Dara Bakr Said
CO335,Erbil Consulting Labs,Erbil,Consulting,2009,587,529051684,Xezal Saber Othman
CO336,Erbil Technology Holdings,Erbil,Technology,2005,3699,39839559,Wrya Saeed Said
CO337,Duhok Logistics Industries,Duhok,Logistics,2025,950,479471544,Helin Sherzad Taha
CO338,Sulaymaniyah Tourism Holdings,Sulaymaniyah,Tourism,1996,235,584234444,Baran Mustafa Hasan
CO339,Zakho Manufacturing Holdings,Zakho,Manufacturing,1996,1139,66398214,Yara Dara Mahmoud
CO340,Duhok Pharmaceuticals Enterprises,Duhok,Pharmaceuticals,2014,2147,498718328,Farhad Barzan Mahmoud
CO341,Sulaymaniyah Aviation Group,Sulaymaniyah,Aviation,2025,2162,380021796,Dilan Karim Othman
CO342,Erbil Real Estate Systems,Erbil,Real Estate,1999,2937,504055650,Layla Aryan Hasan
CO343,Sulaymaniyah Retail Holdings,Sulaymaniyah,Retail,1997,87,155891954,Salih Barzan Hama
CO344,Duhok Technology Services,Duhok,Technology,2005,4351,165420338,Tara Rizgar Ali
CO345,Sulaymaniyah Telecommunications Systems,Sulaymaniyah,Telecommunications,2001,4456,440596189,Vian Aryan Nasser
CO346,Halabja Technology Center,Halabja,Technology,2023,309,375617020,Dara Latif Taha
CO347,Halabja Construction Labs,Halabja,Construction,2002,143,465998739,Rebaz Ihsan Hassan
CO348,Halabja Media Group,Halabja,Media,2004,4624,567177755,Rozhan Aziz Nasser
CO349,Zakho Education Enterprises,Zakho,Education,2015,4873,153815380,Karwan Aryan Hama
CO350,Erbil Telecommunications Labs,Erbil,Telecommunications,1990,4030,110038146,Nawzad Rebaz Karimi
CO351,Halabja Manufacturing Enterprises,Halabja,Manufacturing,2008,2531,375037656,Pishtiwan Aziz Omar
CO352,Halabja Technology Services,Halabja,Technology,2005,4196,489120767,Bestun Fuad Taha
CO353,Halabja Real Estate Systems,Halabja,Real Estate,1997,2620,401138984,Alan Fuad Omar
CO354,Halabja Aviation Center,Halabja,Aviation,2019,1359,605727289,Yara Bakr Omar
CO355,Sulaymaniyah Agriculture Enterprises,Sulaymaniyah,Agriculture,2003,1391,284973697,Lana Fuad Karimi
CO356,Sulaymaniyah Tourism Solutions,Sulaymaniyah,Tourism,1992,2694,440236275,Zeynep Saeed Ali
CO357,Erbil Energy Solutions,Erbil,Energy,2004,2544,206292217,Sardar Rebaz Mahmoud
CO358,Halabja Media Industries,Halabja,Media,2022,3656,414015063,Farhad Omar Hama
CO359,Zakho Construction Labs,Zakho,Construction,1995,4796,111889984,Aryan Mustafa Hassan
CO360,Sulaymaniyah Energy Industries,Sulaymaniyah,Energy,2005,3524,259036275,Chnar Saber Othman
CO361,Sulaymaniyah Fintech Systems,Sulaymaniyah,Fintech,2024,390,73351462,Kavar Omar Aziz
CO362,Duhok Transport Logistics Services,Duhok,Transport & Logistics,1994,1563,370859197,Aryan Kamaran Nasser
CO363,Zakho Logistics Industries,Zakho,Logistics,2016,1038,71200750,Hawkar Karim Salih
CO364,Zakho Hospitality Industries,Zakho,Hospitality,1991,3667,221087778,Narin Rebaz Said
CO365,Zakho Media Labs,Zakho,Media,2009,1011,302260278,Tara Barzan Omar
CO366,Duhok Fintech Systems,Duhok,Fintech,1994,820,426660529,Fuad Raber Ali
CO367,Halabja Agriculture Holdings,Halabja,Agriculture,2015,1915,509329463,Sardar Aziz Said
CO368,Halabja Tourism Services,Halabja,Tourism,2004,4515,209675588,Zhyan Jalal Salih
CO369,Halabja Manufacturing Enterprises,Halabja,Manufacturing,2022,872,435436899,Xezal Nawzad Hassan
CO370,Halabja Retail Group,Halabja,Retail,2006,581,546735095,Rami Mohammed Othman
CO371,Sulaymaniyah Real Estate Services,Sulaymaniyah,Real Estate,2015,1532,597728353,Salih Mustafa Saeed
CO372,Zakho Food Beverage Enterprises,Zakho,Food & Beverage,2003,2168,406373244,Zhyan Mustafa Said
CO373,Zakho Transport Logistics Holdings,Zakho,Transport & Logistics,2002,660,282221260,Kamaran Salam Ahmad
CO374,Erbil Retail Solutions,Erbil,Retail,2002,3718,144555460,Avan Aryan Taha
CO375,Halabja Telecommunications Services,Halabja,Telecommunications,2011,75,247111152,Layla Saeed Hama
CO376,Halabja Media Services,Halabja,Media,1997,682,432473527,Rozhan Fuad Omar
CO377,Duhok Consulting Industries,Duhok,Consulting,2020,1638,603223815,Alan Raber Nasser
CO378,Sulaymaniyah Media Enterprises,Sulaymaniyah,Media,1998,1341,524322696,Farhad Jalal Said
CO379,Erbil Manufacturing Labs,Erbil,Manufacturing,2003,4768,200075107,Xezal Kamaran Aziz
CO380,Halabja Media Group,Halabja,Media,2001,743,215853140,Zeynep Fuad Mustafa
CO381,Zakho Construction Systems,Zakho,Construction,2005,4145,334835477,Karwan Karim Karim
CO382,Halabja Fintech Holdings,Halabja,Fintech,1990,1285,549574787,Rebaz Dara Qadir
CO383,Erbil Education Industries,Erbil,Education,2016,2075,570892777,Fuad Omar Hassan
CO384,Duhok Telecommunications Systems,Duhok,Telecommunications,1995,3439,517225101,Jalal Omar Saeed
CO385,Halabja Retail Systems,Halabja,Retail,2018,1833,647110530,Jalal Hama Hama
CO386,Halabja Media Group,Halabja,Media,2025,1291,198392824,Chnar Farhad Aziz
CO387,Erbil Energy Holdings,Erbil,Energy,2012,2067,638335704,Tara Ihsan Omar
CO388,Halabja Retail Industries,Halabja,Retail,2005,1448,46889073,Chnar Bakr Hama
CO389,Duhok Retail Holdings,Duhok,Retail,1996,720,366781375,Bestun Mustafa Othman
CO390,Sulaymaniyah Media Group,Sulaymaniyah,Media,2014,4102,594285922,Sardar Omar Othman
CO391,Halabja Energy Holdings,Halabja,Energy,2021,326,91894658,Pishtiwan Kamaran Mustafa
CO392,Sulaymaniyah Logistics Group,Sulaymaniyah,Logistics,2006,2435,470787023,Hawkar Bakr Karimi
CO393,Halabja Transport Logistics Holdings,Halabja,Transport & Logistics,1998,2354,589946278,Chnar Dara Aziz
CO394,Duhok Hospitality Industries,Duhok,Hospitality,2003,3695,585693635,Farhad Nawzad Ahmad
CO395,Erbil Education Systems,Erbil,Education,1998,3723,494053593,Alan Aziz Ahmad
CO396,Zakho Transport Logistics Center,Zakho,Transport & Logistics,2011,562,258890041,Alan Raber Hasan
CO397,Halabja Construction Holdings,Halabja,Construction,2013,3907,314293710,Karwan Kamaran Omar
CO398,Halabja Logistics Services,Halabja,Logistics,2004,3421,435506901,Mazin Rizgar Nuri
CO399,Zakho Manufacturing Holdings,Zakho,Manufacturing,1995,4174,293443005,Wrya Ihsan Ali
CO400,Zakho Fintech Enterprises,Zakho,Fintech,2021,4317,389900267,Kamaran Farid Ahmad
CO401,Halabja Energy Labs,Halabja,Energy,2022,1934,445527518,Karwan Raber Othman
CO402,Halabja Transport Logistics Enterprises,Halabja,Transport & Logistics,2008,2576,582245163,Kamaran Bakr Taha
CO403,Halabja Hospitality Group,Halabja,Hospitality,2008,1089,289485676,Pishtiwan Hama Hassan
CO404,Sulaymaniyah Manufacturing Holdings,Sulaymaniyah,Manufacturing,2021,529,167865640,Randa Fuad Aziz
CO405,Sulaymaniyah Tourism Labs,Sulaymaniyah,Tourism,2025,4497,77906130,Zeynep Saeed Nasser
CO406,Erbil Media Enterprises,Erbil,Media,2016,1726,174783417,Nawzad Dara Hassan
CO407,Sulaymaniyah Retail Group,Sulaymaniyah,Retail,2009,1772,528042684,Narin Omar Hama
CO408,Sulaymaniyah Pharmaceuticals Center,Sulaymaniyah,Pharmaceuticals,2025,98,551300735,Yara Hama Ali
CO409,Erbil Telecommunications Company,Erbil,Telecommunications,2016,852,638359310,Dashni Aziz Karim
CO410,Halabja Transport Logistics Center,Halabja,Transport & Logistics,2003,675,253233735,Naz Sherzad Salih
CO411,Erbil Agriculture Enterprises,Erbil,Agriculture,2013,4837,313385100,Dara Barzan Karimi
CO412,Erbil Hospitality Labs,Erbil,Hospitality,2018,3005,392795277,Tara Fuad Salih
CO413,Halabja Hospitality Systems,Halabja,Hospitality,1999,4568,77495324,Layla Rizgar Othman
CO414,Zakho Telecommunications Labs,Zakho,Telecommunications,2015,505,363263246,Tara Fuad Taha
CO415,Halabja Real Estate Solutions,Halabja,Real Estate,1993,4707,435571935,Layla Saeed Hassan
CO416,Zakho Hospitality Solutions,Zakho,Hospitality,2016,567,369156586,Helin Omar Faris
CO417,Zakho Hospitality Group,Zakho,Hospitality,2000,2422,314394263,Xezal Jamal Qadir
CO418,Zakho Consulting Solutions,Zakho,Consulting,2022,713,315984031,Kavar Ihsan Ahmad
CO419,Zakho Tourism Enterprises,Zakho,Tourism,2011,3773,357911552,Xezal Saber Mahmoud
CO420,Erbil Hospitality Company,Erbil,Hospitality,2002,2218,194980430,Alan Aziz Tahir
CO421,Sulaymaniyah Media Company,Sulaymaniyah,Media,2024,1309,334177395,Azad Kamaran Hasan
CO422,Zakho Consulting Holdings,Zakho,Consulting,2014,431,588052163,Randa Latif Faris
CO423,Duhok Retail Company,Duhok,Retail,1992,2382,116942243,Rozhan Farhad Hassan
CO424,Sulaymaniyah Pharmaceuticals Systems,Sulaymaniyah,Pharmaceuticals,2009,4332,478721112,Narin Hama Nasser
CO425,Sulaymaniyah Hospitality Solutions,Sulaymaniyah,Hospitality,2005,3707,61691320,Baran Bakr Hama
CO426,Halabja Transport Logistics Group,Halabja,Transport & Logistics,2008,2430,232336169,Karwan Rizgar Saeed
CO427,Erbil Transport Logistics Services,Erbil,Transport & Logistics,2010,2726,472937692,Azad Sherzad Qadir
CO428,Erbil Construction Enterprises,Erbil,Construction,2001,2826,431651298,Yara Mustafa Said
CO429,Zakho Healthcare Systems,Zakho,Healthcare,1993,3145,226207012,Alan Barzan Faris
CO430,Halabja Transport Logistics Enterprises,Halabja,Transport & Logistics,1994,3053,118208770,Dilan Dara Nasser
CO431,Sulaymaniyah Hospitality Enterprises,Sulaymaniyah,Hospitality,2019,3978,408641326,Rebaz Sherzad Tahir
CO432,Halabja Transport Logistics Industries,Halabja,Transport & Logistics,1998,2242,646831123,Yara Fuad Taha
CO433,Zakho Food Beverage Center,Zakho,Food & Beverage,2016,3883,337733774,Vian Saeed Faris
CO434,Halabja Technology Industries,Halabja,Technology,1991,4974,329284548,Vian Saber Othman
CO435,Erbil Agriculture Company,Erbil,Agriculture,2007,2462,219375080,Farhad Karim Aziz
CO436,Sulaymaniyah Hospitality Center,Sulaymaniyah,Hospitality,2018,3326,614561711,Pishtiwan Jalal Nuri
CO437,Zakho Hospitality Enterprises,Zakho,Hospitality,2007,4492,560318995,Bestun Latif Qadir
CO438,Halabja Hospitality Center,Halabja,Hospitality,1990,4274,515246377,Salih Nawzad Nuri
CO439,Halabja Food Beverage Services,Halabja,Food & Beverage,1997,4437,257999800,Tara Aryan Karimi
CO440,Halabja Real Estate Center,Halabja,Real Estate,1993,2325,313491195,Narin Rebaz Kadir
CO441,Sulaymaniyah Fintech Group,Sulaymaniyah,Fintech,2018,1148,390017894,Saman Saber Ali
CO442,Sulaymaniyah Education Company,Sulaymaniyah,Education,2016,542,66404160,Azad Hama Kadir
CO443,Zakho Agriculture Company,Zakho,Agriculture,2020,2291,59855082,Dashni Hama Mustafa
CO444,Halabja Media Center,Halabja,Media,1997,2088,410986608,Layla Ihsan Faris
CO445,Halabja Agriculture Company,Halabja,Agriculture,1991,1890,338311832,Alan Latif Qadir
CO446,Halabja Technology Group,Halabja,Technology,2025,3068,575388150,Rebaz Fuad Faris
CO447,Erbil Education Labs,Erbil,Education,1991,890,206502933,Kamaran Farhad Othman
CO448,Halabja Transport Logistics Center,Halabja,Transport & Logistics,2001,2660,423721118,Chnar Sherzad Karim
CO449,Duhok Hospitality Systems,Duhok,Hospitality,1995,3945,518959719,Karwan Latif Mahmoud
CO450,Sulaymaniyah Pharmaceuticals Holdings,Sulaymaniyah,Pharmaceuticals,2018,4341,442482125,Karwan Jamal Nuri
CO451,Sulaymaniyah Logistics Holdings,Sulaymaniyah,Logistics,2003,4395,129183374,Mazin Aziz Taha
CO452,Sulaymaniyah Pharmaceuticals Industries,Sulaymaniyah,Pharmaceuticals,2009,4244,453452337,Saman Aziz Qadir
CO453,Duhok Hospitality Holdings,Duhok,Hospitality,2013,2287,609834939,Rebaz Rebaz Hassan
CO454,Duhok Media Holdings,Duhok,Media,2009,2223,267764773,Narin Aryan Hama
CO455,Duhok Real Estate Solutions,Duhok,Real Estate,1998,912,500373140,Yara Bakr Karimi
CO456,Halabja Construction Solutions,Halabja,Construction,2001,4370,268933722,Narin Latif Saeed
CO457,Halabja Telecommunications Group,Halabja,Telecommunications,2000,173,382554610,Mazin Jamal Ali
CO458,Erbil Real Estate Labs,Erbil,Real Estate,2015,4317,458753695,Rami Nawzad Qadir
CO459,Erbil Construction Solutions,Erbil,Construction,2000,1809,203017783,Shilan Mustafa Ali
CO460,Sulaymaniyah Real Estate Group,Sulaymaniyah,Real Estate,2007,1026,337361114,Dashni Hama Aziz
CO461,Duhok Healthcare Enterprises,Duhok,Healthcare,2017,4257,449010826,Shilan Farhad Saeed
CO462,Zakho Fintech Center,Zakho,Fintech,2002,1998,243880604,Mazin Hama Omar
CO463,Halabja Real Estate Industries,Halabja,Real Estate,1991,787,593072963,Pishtiwan Saber Ali
CO464,Zakho Hospitality Holdings,Zakho,Hospitality,1995,3412,189170298,Kamaran Kamaran Tahir
CO465,Erbil Pharmaceuticals Services,Erbil,Pharmaceuticals,1994,133,230572140,Karwan Raber Salih
CO466,Erbil Education Systems,Erbil,Education,2001,3361,396783258,Naz Salam Kadir
CO467,Zakho Manufacturing Labs,Zakho,Manufacturing,2008,3538,69233762,Naz Rizgar Karimi
CO468,Sulaymaniyah Logistics Services,Sulaymaniyah,Logistics,2016,3747,187319893,Bestun Saber Salih
CO469,Erbil Food Beverage Center,Erbil,Food & Beverage,2022,1436,548753569,Azad Jalal Salih
CO470,Sulaymaniyah Aviation Systems,Sulaymaniyah,Aviation,2011,2167,194453722,Vian Farhad Ahmad
CO471,Zakho Healthcare Company,Zakho,Healthcare,2017,39,534119425,Fuad Omar Nuri
CO472,Halabja Real Estate Enterprises,Halabja,Real Estate,2011,617,263920425,Narin Saeed Karimi
CO473,Zakho Energy Center,Zakho,Energy,1995,4140,341689580,Sardar Barzan Ahmad
CO474,Halabja Healthcare Services,Halabja,Healthcare,1993,2852,339516393,Pishtiwan Nawzad Ahmad
CO475,Duhok Food Beverage Industries,Duhok,Food & Beverage,1993,3309,25785861,Bestun Jalal Nasser
CO476,Halabja Manufacturing Center,Halabja,Manufacturing,2019,1810,473048163,Avan Hama Nuri
CO477,Erbil Media Solutions,Erbil,Media,2010,4403,293993648,Yara Dara Nuri
CO478,Halabja Energy Services,Halabja,Energy,1998,4501,18634343,Tara Saber Othman
CO479,Erbil Construction Center,Erbil,Construction,2000,1746,116390816,Kamaran Barzan Karimi
CO480,Zakho Logistics Enterprises,Zakho,Logistics,2005,143,368509483,Helin Aryan Hassan
CO481,Erbil Media Services,Erbil,Media,2003,1545,171787781,Yara Farid Hassan
CO482,Duhok Manufacturing Labs,Duhok,Manufacturing,2012,3154,159557676,Fuad Dara Qadir
CO483,Zakho Manufacturing Holdings,Zakho,Manufacturing,2012,3645,587655306,Lana Mustafa Nuri
CO484,Halabja Media Center,Halabja,Media,2008,1720,77923038,Sardar Aryan Othman
CO485,Duhok Food Beverage Company,Duhok,Food & Beverage,2022,4185,380556775,Chnar Raber Faris
CO486,Halabja Agriculture Company,Halabja,Agriculture,1990,4655,366185689,Aryan Bakr Aziz
CO487,Sulaymaniyah Tourism Enterprises,Sulaymaniyah,Tourism,2023,1646,14010654,Karwan Raber Qadir
CO488,Halabja Pharmaceuticals Labs,Halabja,Pharmaceuticals,2023,2415,435019587,Sardar Rebaz Salih
CO489,Duhok Pharmaceuticals Industries,Duhok,Pharmaceuticals,2010,3109,503251383,Layla Salam Saeed
CO490,Zakho Technology Company,Zakho,Technology,2022,3683,383983285,Salih Rebaz Ali
CO491,Erbil Consulting Company,Erbil,Consulting,1992,1102,38104573,Rebaz Hama Othman
CO492,Sulaymaniyah Construction Services,Sulaymaniyah,Construction,2015,4815,51461435,Dashni Dara Taha
CO493,Halabja Telecommunications Holdings,Halabja,Telecommunications,2006,4386,270934082,Aryan Fuad Taha
CO494,Halabja Agriculture Group,Halabja,Agriculture,1999,2460,275233943,Pishtiwan Aziz Othman
CO495,Zakho Media Solutions,Zakho,Media,2020,681,582344975,Rami Karim Othman
CO496,Erbil Technology Solutions,Erbil,Technology,2001,494,211301310,Zeynep Fuad Saeed
CO497,Halabja Food Beverage Holdings,Halabja,Food & Beverage,2006,1046,466527788,Shilan Farhad Mahmoud
CO498,Zakho Pharmaceuticals Services,Zakho,Pharmaceuticals,2020,562,32343440,Rebaz Kamaran Hasan
CO499,Sulaymaniyah Manufacturing Industries,Sulaymaniyah,Manufacturing,2018,2818,452293718,Xezal Farid Ahmad
CO500,Erbil Logistics Systems,Erbil,Logistics,1996,1599,13279598,Layla Omar Mahmoud
CO501,Erbil Retail Systems,Erbil,Retail,2001,762,355903807,Baran Aryan Karimi
CO502,Erbil Education Services,Erbil,Education,1994,3159,406391297,Pishtiwan Salam Karimi
CO503,Halabja Hospitality Group,Halabja,Hospitality,2008,1235,598236060,Mazin Jalal Mahmoud
CO504,Zakho Healthcare Systems,Zakho,Healthcare,1998,2483,411153087,Narin Saber Karim
CO505,Erbil Construction Holdings,Erbil,Construction,1993,3243,66827827,Bestun Rebaz Hama
CO506,Sulaymaniyah Education Enterprises,Sulaymaniyah,Education,2023,4375,177652373,Karwan Saber Nasser
CO507,Halabja Technology Group,Halabja,Technology,1993,3781,173809174,Azad Aziz Aziz
CO508,Duhok Education Center,Duhok,Education,2024,400,113455648,Hawkar Rebaz Karimi
CO509,Duhok Hospitality Services,Duhok,Hospitality,2019,3530,356453909,Jalal Farhad Tahir
CO510,Zakho Manufacturing Enterprises,Zakho,Manufacturing,1991,1865,242504714,Zeynep Farhad Faris
CO511,Duhok Consulting Services,Duhok,Consulting,2021,4961,90246630,Sardar Aryan Qadir
CO512,Halabja Consulting Systems,Halabja,Consulting,2020,4355,304175889,Jalal Kamaran Mahmoud
CO513,Duhok Agriculture Systems,Duhok,Agriculture,1992,4427,5787727,Rozhan Hama Taha
CO514,Sulaymaniyah Energy Systems,Sulaymaniyah,Energy,1991,2180,585727170,Dara Aziz Faris
CO515,Erbil Telecommunications Group,Erbil,Telecommunications,1999,3236,504167998,Wrya Hama Kadir
CO516,Zakho Manufacturing Systems,Zakho,Manufacturing,2017,2400,96949809,Bestun Salam Aziz
CO517,Sulaymaniyah Aviation Solutions,Sulaymaniyah,Aviation,1996,3879,152466136,Helin Mohammed Taha
CO518,Duhok Retail Industries,Duhok,Retail,1995,3908,189203756,Yara Ihsan Othman
CO519,Sulaymaniyah Telecommunications Company,Sulaymaniyah,Telecommunications,1993,2135,595197698,Layla Raber Ahmad
CO520,Halabja Pharmaceuticals Solutions,Halabja,Pharmaceuticals,1996,1382,395423178,Fuad Aziz Salih
CO521,Duhok Media Group,Duhok,Media,2015,2629,499673000,Aryan Farid Mustafa
CO522,Erbil Healthcare Enterprises,Erbil,Healthcare,1996,3335,555622382,Hawkar Aziz Hasan
CO523,Halabja Technology Enterprises,Halabja,Technology,2016,3533,251159402,Xezal Farid Mustafa
CO524,Duhok Healthcare Holdings,Duhok,Healthcare,2020,1674,485901335,Randa Omar Hassan
CO525,Zakho Telecommunications Holdings,Zakho,Telecommunications,2024,3382,565766256,Bestun Saber Omar
CO526,Duhok Technology Services,Duhok,Technology,2020,1946,376721453,Azad Dara Omar
CO527,Halabja Consulting Labs,Halabja,Consulting,2002,3842,314339522,Dara Hama Saeed
CO528,Duhok Fintech Enterprises,Duhok,Fintech,2014,4430,626928722,Kamaran Farhad Ahmad
CO529,Zakho Education Systems,Zakho,Education,2013,744,417643223,Yara Mohammed Nuri
CO530,Sulaymaniyah Media Enterprises,Sulaymaniyah,Media,1991,837,285582875,Sardar Sherzad Tahir
CO531,Erbil Fintech Solutions,Erbil,Fintech,2012,819,408999498,Lana Farid Nuri
CO532,Erbil Real Estate Enterprises,Erbil,Real Estate,2021,1256,362624310,Nawzad Nawzad Mustafa
CO533,Erbil Manufacturing Center,Erbil,Manufacturing,2012,1903,248072212,Fuad Saeed Salih
CO534,Erbil Hospitality Industries,Erbil,Hospitality,1991,3578,199839892,Farhad Karim Aziz
CO535,Erbil Aviation Holdings,Erbil,Aviation,2015,458,208246320,Sardar Aryan Said
CO536,Erbil Manufacturing Solutions,Erbil,Manufacturing,2023,1785,283457029,Helin Saber Hasan
CO537,Sulaymaniyah Pharmaceuticals Systems,Sulaymaniyah,Pharmaceuticals,2010,3584,567343753,Dilan Kamaran Aziz
CO538,Zakho Fintech Center,Zakho,Fintech,2005,2349,524171872,Avan Dara Ahmad
CO539,Duhok Technology Holdings,Duhok,Technology,2019,3195,155882602,Hawkar Mustafa Said
CO540,Zakho Real Estate Systems,Zakho,Real Estate,1991,3354,308143361,Rebaz Dara Rashid
CO541,Halabja Transport Logistics Industries,Halabja,Transport & Logistics,2015,4347,254678894,Saman Latif Karim
CO542,Erbil Tourism Industries,Erbil,Tourism,2011,873,452642375,Baran Raber Ahmad
CO543,Halabja Construction Company,Halabja,Construction,2009,2874,285340985,Salih Mustafa Rashid
CO544,Zakho Healthcare Enterprises,Zakho,Healthcare,2020,1705,240707441,Hawkar Bakr Ali
